text_a,text_b,label
"Park Avenue J Hotel London Hyde Park, 60 62 Queensborough Terrace Westminster London, W23SH","Troy Hotel, 68-70, Queensborough Terrace",0
"Bridge Park Hotel, 16 Hillside Willesden London, Brent, NW108BN","Bridge Park Hotel, 16, Hillside, London, Brent, NW108BN",1
"Malmaison Leeds, 1 Swinegate Leeds, Yorkshire and The Humber, LS14AG","Malmaison Hotel, 1, Swinegate, Leeds, , United Kingdom, Yorkshire and The Humber, LS14AG",1
"Twelve Apartments, 12 King Edward Avenue, Blackpool, North West, FY29TD","Brooklands Hotel, 28-30, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0
"The Fountain Inn, Fore Street OkehamptonDevon, West Devon, South West, EX201AP","Fountain Hotel, Fore Street, Okehampton, , United Kingdom, West Devon, South West, EX201AP",1
"Smart Hotel Guest house, 1A King Edward Avenue Blackpool, North West, FY29TD","Deneley Hotel, 15, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0
"The Rostrevor Inn, 33-35 Bridge Street RostrevorCounty Down BT 34 3BG, Newry, Mourne and Down, BT343BG","The Rostrevor Inn, 33-35, Bridge Street, Rostrevor, Down, , United Kingdom, Newry, Mourne and Down, BT343BG",1
"Tuddenham Mill Luxury Boutique Hotel, High Street Tuddenham. TuddenhamNewmarketSuffolk, West Suffolk, East of England, IP286SQ","Tuddenham Mill, High Street, West Suffolk, East of England, IP286SQ",1
"OYO High Tide Hotel, CHARNLEY ROAD  10 Blackpool, North West, FY14PF","The Lismain Hotel, 3, Charnley Road, Blackpool, , United Kingdom, North West, FY14PE",0
"New Odyssey Hotel, 4 6 Burlington Road Blackpool, North West, FY41NL","Barton Hotel, 6, Burlington Road West, Blackpool, , United Kingdom, North West, FY41NL",1
"Aberdeen Douglas Hotel, 43-45 Market Street Aberdeen, Aberdeen City, AB115EL","Rox Hotel, 17, Market Street, Aberdeen, , GB, Aberdeen City, AB115PY",0
"Lyndale Holiday Flats, 40 Palatine Road, Blackpool, North West, FY14BY","Lyndale Holiday Flats, 40, Palatine Road, Blackpool, , United Kingdom, North West, FY14BY",1
"Saba Hotel London, 101-103 Shepherds Bush Road London, Hammersmith and Fulham, W67LP","New Century Inn, 112, Shepherds Bush Road, London, GB",0
"Snooze, 3 Church Walks, Conwy, LL302HD","Bella Vista, 83, Church Walks, Llandudno, , GB, Conwy, LL302HD",0
"Corinthia Hotel London, Whitehall Place London, Westminster, SW1A2BD","Corinthia Residences, 10, Whitehall Place, London, Westminster, SW1A2BD",1
"Holiday Inn Luton-South M1, Jct.9, London Road Markyate MarkyateLuton, Dacorum, East of England, AL38HH","Holiday Inn, London Road, St Albans, , United Kingdom, Dacorum, East of England, AL38HH",1
"Boscarne Burthallan Lane, Cornwall, South West, TR263AA","The Garrack Hotel, St Ives, , GB, Cornwall, South West, TR263AA",0
"Sunny Ives Guest House, 32 Woodfield Road Blackpool, North West, FY16AX","The Fairhaven, 27-29, Woodfield Road, Blackpool, , United Kingdom, North West, FY16AX",1
"The Butterfly Hotel, 32 Charnley Road Blackpool, North West, FY14PF","The Fairhaven Hotel, 7-9, Charnley Road, Blackpool, , United Kingdom, North West, FY14PE",0
"Belmont & Astoria Hotel, 100 & 104 Sussex Gardens PaddingtonLondonGreater London, Westminster, W21UH","Classic Hyde Park Hotel, 109, Sussex Gardens",0
"ibis London City Shoreditch, 5 Commercial Street London, Tower Hamlets, E16BF","Ibis London City, 5, Commercial Street, London, , GB, Tower Hamlets, E16BF",1
"Beaches Brighton, Apartment 2 Cumberland Court 150 Kings Road, Brighton and Hove, South East, BN12PJ","Brighton Hotel, 143-145, Kings Road, Brighton, Brighton and Hove, South East, BN12PQ",0
"Royal Guest House by Saba, 105 Shepherds Bush Road London, Hammersmith and Fulham, W67LP","Hotel 65, 65, Shepherds Bush Road, London, GB",0
"Doubletree by Hilton Edinburgh City Centre, 34 Bread Street  EdinburghScotland, City of Edinburgh, EH39AF","DoubleTree by Hilton Hotel Edinburgh City Centre, 34, Bread Street, Edinburgh, , United Kingdom, City of Edinburgh, EH39AF",1
"14 Market Cross Place, East Suffolk, East of England, IP155BJ","White Lion Hotel, Market Cross Place, East Suffolk, East of England, IP155BJ",1
"Baxter Holiday Apartments, 37 Charnley Road, Blackpool, North West, FY14PE","Clifton Hotel, 56, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0
"Stay in the heart of.. Brighton, Kings Road East Sussex, Brighton and Hove, South East, BN12JG","The Kings Hotel, 139-141, Kings Road, Brighton, Brighton and Hove, South East, BN12NA",0
"Best Western Brome Grange Hotel, Norwich Road Brome BromeSuffolk, Mid Suffolk, East of England, IP238AP","Brome Grange Hotel, Norwich Road, Eye, Mid Suffolk, East of England, IP238AP",1
"Belford House, Main Street Haltwhistle, Northumberland, North East, NE490AZ","Manor House Inn, Main Street, Haltwhistle, Northumberland, North East, NE490BS",0
"Premier Inn London Victoria, 82 83 Eccleston Square Off 55 Gillingham Street Off 55 Gillingham StreetLondon Victoria, SW1V1PS","Premier Inn London Victoria, 82-83, Eccleston Square, London, , United Kingdom, SW1V1PS",1
"Bishopsgate House Hotel, 54 Castle Street Beaumaris Anglesey, Isle of Anglesey, LL588BB","Bishopsgate Hotel, 54, Castle Street, Beaumaris, , United Kingdom, Isle of Anglesey, LL588BB",1
"Ambleside Central, 10 Lake Road Ambleside, Westmorland and Furness, North West, LA220AD","The Temperance Inn, 33, Lake Road, Ambleside, , United Kingdom, Westmorland and Furness, North West, LA220BH",0
"Wheyrigg Hall Hotel, Wheyrigg Wheyrigg Wigton Cumbria, Cumberland, North West, CA70DH","Wheyrigg Hall Hotel, Wheyrigg, Cumberland, North West, CA70DH",1
"Bertram Lodge, Leed Street, 3 SANDOWN, Isle of Wight, South East, PO369DA","Bertram Lodge, 3, Leed Street, Sandown, , GB, Isle of Wight, South East, PO369DA",1
"Victoria Hotel Blackpool, 30 Charnley Road Blackpool, North West, FY14PF","The Victoria, 30, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",1
"The New Brooklyn Hotel, 381 Promenade Blackpool, North West, FY16BH","Sunny Days Hotel, 391,393,395, Promenade, Blackpool, , GB, North West, FY16BH",0
"Cadeby Lodge, 89 Hornby Road Blackpool, North West, FY14QP","Raffles Hotel, 73-75, Hornby Road, Blackpool, , United Kingdom, North West, FY14QJ",0
"Flitwick Manor Hotel, BW Premier Collection, Church Road Flitwick, Central Bedfordshire, East of England, MK451AE","Flitwick Manor, Church Road, Flitwick, , GB, Central Bedfordshire, East of England, MK451AE",1
"Shaftesbury Hyde Park International, 52-56 Inverness Terrace London, Westminster, W23LB","Whiteleaf Hotel, 66-68, Inverness Terrace",0
"Angel Hotel, 3 Angel Hill Bury St EdmundsSuffolk, West Suffolk, East of England, IP331LT","Angel Hotel, 3, Angel Hill, Bury St Edmunds, , United Kingdom, West Suffolk, East of England, IP331LT",1
"Kensington Court Hotel Notting Hill, 4 Princes Square Bayswater London, Westminster, W24NP","Kensington Court Hotel Notting Hill, 4, Prince's Square, London, , GB, Westminster, W24NP",1
"Wilde Aparthotels by Staycity The Strand, 11 Adam Street London, Westminster, WC2R0DE","Wilde Aparthotels Covent Garden, 11, Adam Street, London, Westminster, WC2N6AA",1
"Premier Inn London Edgware, 435 Burnt Oak Broadway EdgwareMiddlesex, Harrow, London, HA85AQ","Premier Inn London Edgware, 435, Burnt Oak Broadway, Harrow, HA85AQ",1
"Berkeley Court Hotel London, 22 Upper Berkeley Street London, Westminster, W1H7PF","Boston Court Hotel, 26, Upper Berkeley Street",0
"Drakes of Brighton, 43-44 Marine Parade Brighton, Brighton and Hove, South East, BN21PE","Drakes, 43-44, Marine Parade, Brighton, Brighton and Hove, South East, BN21PE",1
"Holiday Inn Express Bridgwater M5, Market Way, Bridgwater, , United Kingdom, Somerset, South West, TA66DF","Holiday Inn Express, Market Way, Bridgwater, Somerset, , GB, South West, TA66DF",1
"Newbury, 83 St. Michaels Road Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25DR","Topaz Hotel, 79, Saint Michael's Road, Bournemouth, Christchurch and Poole, South West, BH25DR",0
"Days Inn Hyde Park, 148-152 Sussex Gardens London, Westminster, W21UD","Europa House Hotel, 151, Sussex Gardens, London",0
"The Old Bell Guesthouse, 1 Gayton Road GrimstonKings LynnNorfolk, King's Lynn and West Norfolk, East of England, PE321BG","The Old Bell, 1, Gayton Road, King's Lynn, , GB, King's Lynn and West Norfolk, East of England, PE321BG",1
"The Crab And Lobster Inn, 32 Forelands Field Road Bembridge Isle of Wight, South East, PO355TR","The Crab and Lobster Inn, 32, Forelands Field Road, Bembridge, Isle Of Wight, , GB, South East, PO355TR",1
"Best Western Rockingham Forest Hotel, Rockingham Road Corby, North Northamptonshire, East Midlands, NN171AE","Best Western Rockingham Forest Hotel, Rockingham Road, Corby, , GB, North Northamptonshire, East Midlands, NN171AE",1
"Travelodge Newbury Chieveley M4, Moto Service Area A34 Oxford Road Chieveley Moto Service AreaChieveley Newbury, West Berkshire, South East, RG189XX","Travelodge, Oxford Road, Newbury, Berkshire, West Berkshire, South East, RG189XX",1
"The Downs Hotel, Warren Road Woodingdean WoodingdeanBrightonEast Sussex, Brighton and Hove, South East, BN26BB","Downs Hotel, Warren Road, Brighton & Hove, Brighton and Hove, South East, BN26BB",0
"Wellington Park Hotel, 21 Malone Road Belfast, BT96RW","Wellington Park Hotel, 21, Malone Road, Belfast, Antrim, BT96RU",1
"The Croydon, 12 Empress Drive Blackpool, North West, FY29SE","The Croydon, 12, Empress Drive, Blackpool, , United Kingdom, North West, FY29SE",1
"Station Hotel Aberdeen, 78 Guild Street Aberdeen, Aberdeen City, AB116GN","Station Hotel, 78-80, Guild Street, Aberdeen, Aberdeen City, AB116GN",1
"Busta House Hotel Shetland, Shetland Islands, ZE29QN","Busta House, Shetland, , GB, Shetland Islands, ZE29QN",1
"The Grange Hotel, Barton Road Thurston Bury St EdmundsThurstonSuffolk, Mid Suffolk, East of England, IP313PQ","The Grange Hotel, Barton Road, Bury St Edmunds, Mid Suffolk, East of England, IP313PQ",1
"Mitre House Hotel, 178-186 Sussex Gardens London, Westminster, W21TU","Bluedaws Hotel, 133-135, Sussex Gardens, London",0
"Gaskell Arms, High Street Much Wenlock Shropshire, West Midlands, TF136AQ","The Gaskell Arms Hotel, High Street, Much Wenlock, , GB, Shropshire, West Midlands, TF136AQ",1
"Strawberry Bank Hotel, Main Rd Meriden MeridenCoventryWest Midlands, Solihull, CV77NF","Strawberry Bank Hotel & Restaurant, 72, Main Road, Meriden, , GB, Solihull, West Midlands, CV77NF",1
"The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW","The Sutcliffe Hotel, 70-72, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0
"Huttons Hotel, 53 To 57 Belgrave Rd Victoria  London, Westminster, SW1V2BB","Carlton Hotel, 90, Belgrave Road, London, Westminster, SW1V2BJ",0
"The Malibu Party Hotel, 114-116 Albert Road Blackpool, nan","The Sutcliffe Hotel, 70-72, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0
"Holiday Inn Express London Victoria, 106 110 Belgrave Road London, Westminster, SW1V2BJ","Luna Simone Hotel, 49, Belgrave Road, London, , United Kingdom, Westminster, SW1V2BB",0
"Blorenge House, Staplegrove Road Taunton Somerset, South West, TA11DG","Blorenge House Hotel, 57 & 59, Staplegrove Road, Taunton, Somerset, , GB, South West, TA11DG",1
"The Oakland Guest House, 61 Holmfield Road Blackpool, North West, FY29RU","The Beaucliffe, 22, Holmfield Road, Blackpool, , United Kingdom, North West, FY29TB",0
"Luccombe Manor Country House Hotel, Popham Road Shanklin Isle of Wight, South East, PO376RG","Luccombe Manor, Popham Road, Shanklin, , GB, Isle of Wight, South East, PO376RG",1
"4 Star Piccadilly, 91 Jermyn Street London, Westminster, SW1Y6JB","The Cavendish, 81-84, Jermyn Street, London",0
"Eastgate Hotel, 6 Charnley Road Blackpool Blackpool, North West, FY14PF","The Eastgate Hotel, 6, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",1
"Huttons Hotel, 53 To 57 Belgrave Rd Victoria  London, Westminster, SW1V2BB","Lidos Hotel, 45, Belgrave Road, London, , United Kingdom, Westminster, SW1V2BB",0
"Travelodge Leatherhead, High Street Leatherhead Surrey, Mole Valley, South East, KT228AA","Travelodge, 9-11, High Street, Leatherhead, , United Kingdom, Mole Valley, South East, KT228AA",1
"Ruskin Hotel, 55-61 Albert Road Blackpool, North West, FY14PW","Boltonia Hotel, 124-126, Albert Road, Blackpool, , United Kingdom, North West, FY14PN",0
"45 Park Lane Dorchester Collection, 45 Park Lane London, Westminster, W1K1PN","The Dorchester, 53, Park Lane, London, Westminster, W1K1QA",0
"The Florida Hotel, 32 Charnley Road Blackpool, North West, FY14PF","Alviston Hotel, 46-48, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",1
"Castle Bromwich Hall Hotel, Chester Road Birmingham, Solihull, West Midlands, B369DE","Castle Bromwich Hall Hotel, Chester Road, Solihull, , United Kingdom, West Midlands, B369DE",1
"Holiday Home Trefin, . St Davids, Pembrokeshire, SA625BG","Ocean Haze Hotel, Pembrokeshire, SA626QN",0
"Brooklands, 1 Kerley Rd West Cliff Bournemouth Dorset, Bournemouth, Christchurch and Poole, South West, BH25DW","Brooklands, 1, Kerley Road, Bournemouth, Christchurch and Poole, South West, BH25DW",1
"Scone Arms Hotel, Cross Street Scone, Perth and Kinross, PH26LR","Scone Arms, 2, Cross Street, Scone, Perth and Kinross, PH26LR",1
"The York Hotel, 1-3 St. Margarets Terrace Weston-super-MareSomerset, North Somerset, South West, BS231AH","The York Hotel, 1-3, Saint Margaret's Terrace, Weston-super-Mare, North Somerset, South West, BS231AH",1
"The Keep Pot Port Isaac, The Keep Pot 53 Fore Street, Cornwall, South West, PL293RE","The Old School, Fore Street, Port Isaac, , GB, Cornwall, South West, PL293RB",0
"Lifton Hall Hotel, New Road LiftonDevon, West Devon, South West, PL160DR","Lifton Hall, New Road, Lifton, West Devon, South West, PL160DR",0
"Twelve Apartments, 12 King Edward Avenue, Blackpool, North West, FY29TD","Number 42, 42, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0
"Gainsborough Hotel, 291-295 Promenade Blackpool, North West, FY16AL","Lyndene Hotel, 303-315, Promenade, Blackpool, North West, FY16AN",0
"Premier Inn Stafford North Hurricane, 1 Hurricane Close StaffordStaffordshire, West Midlands, ST161GZ","Premier Inn Stafford North Spitfire, Spitfire Close, West Midlands, ST161GZ",1
"Travelodge Newcastle Whitemare Pool, A194 Wardley Whitemare Pool Whitemare PoolWardley Near Gateshead, South Tyneside, North East, NE108YB","Travelodge, Whitemare Pool, Gateshead, South Tyneside, North East, NE108YB",1
"Flat With Stunning Sea View, Marine Parade, Brighton and Hove, South East, BN21AZ","Drakes, 43-44, Marine Parade, Brighton, Brighton and Hove, South East, BN21PE",0
"Royal Ship, Queens Square Dolgellau, Gwynedd, LL401AR","Royal Ship Hotel, Queen Square, Dolgellau, Gwynedd, LL401AR",1
"The Windsor Hotel, South Parade Whitley BayTyne and Wear, North Tyneside, North East, NE262RF","Windsor Hotel, South Parade, Whitley Bay, , United Kingdom, North Tyneside, North East, NE262RF",1
"Bracarina House Bed & Breakfast, Loch Ness InvermoristonInverness Shire, V637YA","Glenmoriston Arms Hotel, Invermoriston, Highland, IV637YA",0
"Otterburn Castle, Otterburn Northumberland, North East, NE191NS","Otterburn Castle Country House Hotel, Otterburn, Northumberland, North East, NE191NS",1
"Twr y Felin Hotel, Caerfai Road Pembrokeshire, SA626QT","Twr y Felin Hotel, Ffordd Caerfai, Pembrokeshire, SA626QT",1
"The Linen House, Flat 3 Castle Street, Canterbury, South East, CT12QT","Castle House Hotel, 28, Castle Street, Canterbury, Kent, , GB, South East, CT12PT",0
"Glenthorn Private Hotel, 24 26 West End Rd MorecambeLancashire, Lancaster, North West, LA44DL","The Sea Crest, 9;11;13, West End Road, Morecambe, Lancaster, North West, LA44DJ",0
"Oxford Hotel, 16-18 & 24 Penywern Road Earls Court Earls Court London, Kensington and Chelsea, SW59ST","Merit Kensington Hotel, 12, Penywern Road",0
"Tarvic 2 Hotel, 13-15 Culver Parade Sandown, Isle of Wight, South East, PO368AS","Sands Hotel, 19,21, Culver Parade, Sandown, , GB, Isle of Wight, South East, PO368AT",0
"Premier Inn London Greenford, Western Avenue GreenfordMiddlesex, Ealing, London, UB68TE","Premier Inn, Western Avenue, Greenford, , GB, Ealing, London, UB68TE",1
"Glendevon Hotel, 85-89 West Hill Road Bournemouth Dorset, Bournemouth, Christchurch and Poole, South West, BH25PQ","The Lodge, 123, West Hill Road, Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25PH",0
"Glen Mhor Hotel & Apartments, 8-15 Ness Bank INVERNESS, Highland, IV24SG","Glenmoriston Town House Hotel, 20, Ness Bank, Inverness, Highland, IV24SF",0
"Hotel du Vin & Bistro Henley on Thames, New Street Henley-on-Thames Oxfordshire, South Oxfordshire, South East, RG92BP","Hotel du Vin & Bistro, New Street, Henley-on-Thames, , United Kingdom, South Oxfordshire, South East, RG92BP",1
"Lawton Court Hotel, 11-13 North Parade Llandudno, Conwy, LL302LP","Lauriston Court Hotel, 11-13, North Parade, Llandudno, , GB, Conwy, LL302LP",1
"Sandaig Guest House, 5 East Hermitage Place Edinburgh, City of Edinburgh, EH68AA","Merith House Hotel, 2-3, Hermitage Place, Edinburgh, , United Kingdom, City of Edinburgh, EH68DS",0
"The Georgian Hollies Hotel, 82/90 Albert Road Blackpool, North West, FY14PR","The Avon Hotel, 112, Albert Road, Blackpool, , United Kingdom, North West, FY14PN",0
"Fairmont Hotel, 40 King Edward Avenue Blackpool, North West, FY29TA","Fairmont Hotel, 40, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",1
"Epic Apart Hotel Seel Street, 25-27 Seel Street  Liverpool, North West, L14AU","Epic Apart Hotel, 25-27, Seel Street, Liverpool, North West, L14AU",1
"Thistle Hotel, 25 New Road Milnathort Kinross, Perth and Kinross, KY139XT","The Thistle, New Road, Milnathort, , United Kingdom, Perth and Kinross, KY139XT",1
"NYX Hotel London Holborn by Leonardo Hotels, 50-60 Southampton Row  London, Camden, WC1B4AR","DoubleTree by Hilton Hotel London - West End, 92, Southampton Row, London, , GB, Camden, WC1B4BH",0
"Cae Mor - Sure Hotel Collection by Best Western, 6 Penrhyn Crescent, Conwy, LL301BA","Four Oaks Hotel, Penrhyn Crescent, Llandudno, , GB, Conwy, LL301AY",0
"Premier Inn London Stansted Airport, Thremhall Avenue Stansted Airport Stansted AirportStanstedEssex, Uttlesford, East of England, CM241PY","Holiday Inn Express, Thremhall Avenue, Stansted, Uttlesford, East of England, CM241PY",0
"Village Hotel Wirral, Pool Lane Bromborough Pool Wirral Bromborough, North West, CH624UE","The Village, Village Urban Resort, Pool Lane, Port Sunlight, Wirral, North West, CH624UE",1
"Wrangham House Hotel, 10 Stonegate Hunmanby, North Yorkshire, Yorkshire and The Humber, YO140NS","Wrangham House, 10, Stonegate, Hunmanby, , GB, North Yorkshire, Yorkshire and The Humber, YO140NS",1
"Brighton Breeze Hotel, 17 Charlotte Street Brighton, Brighton and Hove, South East, BN21AG","Brighton Surf Hotel, 16, Charlotte Street, Brighton, , GB, Brighton and Hove, South East, BN21AG",1
"Best Western Plus West Retford Hotel, 24 North Road RetfordNottinghamshire, Bassetlaw, East Midlands, DN227XG","West Retford Hotel, Great North Road, Retford, Bassetlaw, East Midlands, DN227XG",1
"Grey Gull Inn, Glenburn Road Ardrishaig Argyll, Argyll and Bute, PA308EU","The Grey Gull Hotel, Glenburn Road, Ardrishaig, , United Kingdom, Argyll and Bute, PA308EU",1
"The Darlington Hyde Park, 111 117 Sussex Gardens Paddington Paddingto London, NW22RU","Admiral Hotel at Park Avenue, 143, Sussex Gardens, London, Westminster, W22RY",0
"Epic Apart Hotel Ropewalks, Epic Apart Hotel 151 Duke Street, Liverpool, North West, L15BF","Arena House, 82-84, Duke Street, Liverpool, North West, L15AA",0
"Stoneleigh House Boutique Hotel, 17 Castle Street Buckingham BuckinghamBuckinghamshire, South East, MK181BP","Villiers Hotel, 3, Castle Street, Buckinghamshire, South East, MK181BS",0
"GreyFriars, High Street Colchester, East of England, CO11UG","Greyfriars, High Street, Colchester, , United Kingdom, East of England, CO11UG",1
"Park View House Hotel Guest House, 14 Hermitage Place Edinburgh, City of Edinburgh, EH68AF","Merith House Hotel, 2-3, Hermitage Place, Edinburgh, , United Kingdom, City of Edinburgh, EH68DS",0
"Holiday Inn Warrington, Woolsten Grange Avenue Woolston Warrington Liverpool, North West, WA14PX","Holiday Inn Warrington, Woolston Grange Avenue, Warrington, North West, WA14PX",1
"Holiday Inn Express London Greenwich, Bugsbys Way Greenwich Greenwich London, SE100GD","Holiday Inn Express London Greenwich, 85, Bugsby Way, London, , GB, SE100GD",1
"Pebbles B&B, 81 Saint Michaels Road Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25DR","St Michaels Hotel, 67-71, Saint Michael's Road, Bournemouth, Christchurch and Poole, South West, BH25DR",0
"Days Inn Gretna Green, Welcome Break Services Area A7 A74 M Junction 21/22Gretna Green, Dumfries and Galloway, DG165HQ","Days Inn, Gretna Green, Dumfries and Galloway, DG165HQ",1
"The Golden Cheval Hotel, 203 Central Promenade Blackpool, North West, FY15DL","The Golden Cheval Hotel, 203, Promenade, Blackpool, North West, FY15DL",1
"Pitbauchlie House Hotel, Sure Hotel Collection by BW, Aberdour Road Dunfermline Fife, KY114PB","Pitbauchlie House Hotel, 47, Aberdour Road, Dunfermline, Fife, KY114PB",1
"Shaftesbury Suites London Marble Arch, 41 Great Cumberland Place London, Westminster, W1H7LG","The Cumberland Hotel, 11, Great Cumberland Place, London, Westminster, W1H7AH",0
"The Trevelyan Guest House, 27 West End Road MorecambeLancashire, Lancaster, North West, LA44DJ","The Sanderling, 20, West End Road, Morecambe, Lancaster, North West, LA44DL",0
"Premier Inn Goole, Rawcliffe Road Airmyn  Goole East Yorkshire AirmynGoole, East Riding of Yorkshire, Yorkshire and The Humber, DN148JS","Premier Inn, Rawcliffe Road, Goole, East Riding of Yorkshire, Yorkshire and The Humber, DN148JS",1
"Craig y Don, 211-213 Central Promenade Blackpool, North West, FY15DL","Royal Seabank Hotel, 219-223, Promenade, Blackpool, North West, FY15DL",0
"Gidleigh Park Chagford Devon, West Devon, South West, TQ138HH","Gidleigh Park, Chagford, West Devon, South West, TQ138HH",1
"North Stafford Hotel, Winton Square, Station Road, Stoke Stoke-on-Trent, West Midlands, ST42AE","North Stafford Hotel, Winton Square, Stoke-on-Trent, West Midlands, ST42AE",1
"Premier Inn Chesterfield North, Tapton Lock Hill Off Rotherway Off RotherwayChesterfield, East Midlands, S417NJ","Premier Inn Chesterfield North, Tapton Lock Hill, Chesterfield, East Midlands, S417NJ",1
"Holmlea Guest house, 21 Alexandra Road Blackpool, North West, FY16BU","The New Brooklyn, Alexandra Road, Blackpool, , United Kingdom, North West, FY16BH",0
"Anglesey Arms Hotel, Mona Road Menai BridgeAnglesey, Isle of Anglesey, LL595EA","Anglesey Arms, Mona Road, Porthaethwy / Menai Bridge, Isle of Anglesey, LL595EA",1
"The Z Hotel Liverpool, 2 North John Street Liverpool, North West, L24SA","Z Hotel, 2A, North John Street, Liverpool, , United Kingdom, North West, L24SA",1
"The Royal Norfolk Hotel, 7 Sandgate High Street FolkestoneKent, Folkestone and Hythe, South East, CT203BD","The Royal Norfolk Hotel, 7, Sandgate High Street, Sandgate, Folkestone and Hythe, South East, CT203BD",1
"Twelve Apartments, 12 King Edward Avenue, Blackpool, North West, FY29TD","King Edward Hotel, 44, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0
"Buckley Arms, Dinas Mawddwy Dinas Mawddwy Gwynedd, SY209LP","Buckley Arms Hotel, Dinas Mawddwy, , GB, Gwynedd, SY209LP",0
"Strozzi Palace Suites by Mansley, 55 St Georges Place Cheltenham, South West, GL503LA","Strozzi Palace, 55, Saint Georges Place, Cheltenham, South West, GL503LA",1
"Lawton Court Hotel, 11-13 North Parade Llandudno, Conwy, LL302LP","Milverton Hotel, 3, North Parade, Llandudno, , GB, Conwy, LL302LP",0
"Highfield Hotel, Marton Road MiddlesbroughCleveland, North East, TS42PA","The Highfield, Marton Road, Middlesbrough, North East, TS42PA",1
"Best Western New Kent Hotel, 127 Osborne Road, Jesmond JesmondNewcastle upon TyneTyne & Wear, North East, NE22TB","Best Western, 125-127, Osborne Road, Newcastle upon Tyne, North East, NE22TB",1
"The Cowley Hotel, 241 Promenade BlackpoolLancashire, North West, FY16AH","Crystals On The Prom, 263, Promenade, Blackpool, , GB, North West, FY16AH",0
"Best Western Grand Hotel, Swainson Street HartlepoolCleveland, North East, TS248AA","The Best Western Grand Hotel, Hartlepool, Swainson Street, Hartlepool, North East, TS248AA",1
"Regency Hotel Parkside, 25 Nottingham Place London  London, Westminster, W1U5LL","Regency Hotel Parkside, 25, Nottingham Place, London, GB",1
"Dragonfly Hotel Colchester, Old Ipswich Road Ardleigh Colchester Essex, East of England, CO77QY","Dragonfly Hotel Colchester, Old Ipswich Road, Colchester, East of England, CO77QY",1
"The Corner House Hotel, 78 High Street Annan, Dumfries and Galloway, DG126DL","Queensberry Arms, High Street, Annan, , United Kingdom, Dumfries and Galloway, DG126AL",0
"The York Hotel, 138 140 Tettenhall Road TettenhallWolverhampton, West Midlands, WV60BQ","The York Hotel, 138, Tettenhall Road, Wolverhampton, West Midlands, WV60BQ",1
"Warwick Arms, 17 High Street Warwick, West Midlands, CV344AT","Warwick Arms Hotel, 17;19;21, High Street, Warwick, West Midlands, CV344AT",1
"The Sutton Park, 1-3 Woodfield Road Blackpool, North West, FY16AX","The Fairhaven, 27-29, Woodfield Road, Blackpool, , United Kingdom, North West, FY16AX",1
"Hotel Pelirocco, 10 Regency Square Brighton, Brighton and Hove, South East, BN12FG","Adelaide House, 51, Regency Square, Brighton, , GB, Brighton and Hove, South East, BN12FF",0
"The Montclair, 95 Albert Road Blackpool, North West, FY14PW","Fern Villa Hotel, 73, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",1
"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","Clifton Hotel, 56, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",1
"Victoria Inn, 65-67 Belgrave Road Victoria VictoriaLondon, Westminster, SW1V2BG","Sidney Hotel, 68-76, Belgrave Road, London, , United Kingdom, Westminster, SW1V2BP",0
"Miller of Mansfield, High Street Goring GoringReading, South Oxfordshire, South East, RG89AW","The Miller of Mansfield, High Street, Goring, South Oxfordshire, South East, RG89AW",1
"Staybridge Suites Dundee, Lower Dens Mill Dens Street Constable Street, Dundee City, DD46AD","Staybridge Suites Dundee, Constable Street, Dundee, Dundee City, DD46AD",1
"Tadross Hotel, 271 Holton Rd Barry, Vale of Glamorgan, CF634HT","Tadross Hotel, 271, Holton Road, Vale of Glamorgan, CF634HT",1
"The Grand Brighton, 97 99 Kings Road BrightonEast Sussex, Brighton and Hove, South East, BN12FW","The Grand Hotel, 97-99, King's Road, Brighton, Brighton and Hove, South East, BN12FW",1
"London Shelton Hotel, 60 62 Wightman Road Finsbury Park Finsbury ParkLondon, Haringey, N41RU","London Shelton, 60-62, Wightman Road, London, Haringey, N41RU",1
"pentahotel Inverness, 63 Academy Street Caledonia House Inverness, Highland, IV11LU","Pentahotel Inverness, 63, Academy Street, Inverness, , United Kingdom, Highland, IV11LU",1
"Travelodge Bodmin Roche, Victoria Inn Victoria Roche VictoriaRocheSt Austell, Cornwall, South West, PL268LQ","Travelodge, A391, Roche, , United Kingdom, Cornwall, South West, PL268LQ",1
