original_address,lat,long,formatted,name,housenumber,street,district,postcode,suburb,city,county,county_code,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,confidence_building_level,attribution,attribution_license,attribution_url
"Crown Court Hotel, 25, Southside Road, Inverness, Highland, IV23BG",57.4730857,-4.2175724,"Crown Court Hotel, 25 Southside Road, Inverness, IV2 3BG, United Kingdom",Crown Court Hotel,25,Southside Road,,IV2 3BG,Crown,Inverness,Highland,HLD,Scotland,SCT,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Carradale Hotel, B879, Carradale, , GB, Argyll and Bute, PA286RY",55.584261,-5.481564,"Carradale House, Carradale, PA28 6RY, United Kingdom",,,Carradale House,,PA28 6RY,,Carradale,Argyll and Bute,AGB,Scotland,SCT,United Kingdom,gb,1,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"DoubleTree by Hilton Kingston Upon Thames, 1, Skerne Road, Kingston upon Thames, London, KT25FJ",51.41371705,-0.305578179,"DoubleTree by Hilton Kingston Upon Thames, 1 Skerne Road, London, KT2 5FJ, United Kingdom",DoubleTree by Hilton Kingston Upon Thames,1,Skerne Road,,KT2 5FJ,Norbiton,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Slaley Hall, Slaley, Northumberland, North East, NE470BX",54.89598305,-2.016670716,"Slaley Hall, Coal Road, Slaley, NE47 0BX, United Kingdom",Slaley Hall,,Coal Road,,NE47 0BX,,Slaley,Northumberland,NBL,England,ENG,United Kingdom,gb,0.567,1,0.567,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Old Manor Hotel, 55, Leven Road, Lundin Links, Fife, KY86AJ",56.21214425,-2.961308368,"Old Manor Hotel, 55 Leven Road, Lundin Links, KY8 6AJ, United Kingdom",Old Manor Hotel,55,Leven Road,,KY8 6AJ,,Lundin Links,Fife,FIF,Scotland,SCT,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Rhodes Hotel, 195, Sussex Gardens, London",51.513929,-0.174117439,"Rhodes Hotel, 195 Sussex Gardens, London, W2 2RJ, United Kingdom",Rhodes Hotel,195,Sussex Gardens,,W2 2RJ,Paddington,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Cumberland Hotel, 1, West Coates, Edinburgh, , GB, City of Edinburgh, EH125JQ",55.9461291,-3.227967,"Cumberland Hotel, 1 West Coates, City of Edinburgh, EH12 5JQ, United Kingdom",Cumberland Hotel,1,West Coates,,EH12 5JQ,Murrayfield,City of Edinburgh,,,Scotland,SCT,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"The Exhibitionist Hotel, 8-10, Queensberry Place",51.4947969,-0.177842806,"The Exhibitionist Hotel, 8-10 Queensberry Place, London, SW7 2DL, United Kingdom",The Exhibitionist Hotel,10-Aug,Queensberry Place,Royal Borough of Kensington and Chelsea,SW7 2DL,Brompton,London,Greater London,,England,ENG,United Kingdom,gb,0,,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Ibis Shepherd's Bush, 3-5, Rockley Road, London, Hammersmith and Fulham, W140DJ",51.5035204,-0.220173784,"Ibis Shepherd's Bush, 3-5 Rockley Road, London, W14 0DJ, United Kingdom",Ibis Shepherd's Bush,5-Mar,Rockley Road,London Borough of Hammersmith and Fulham,W14 0DJ,Shepherd's Bush,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"City Continental Kensington London, 11-13, Penywern Road, London",51.49088035,-0.193094635,"City Continental Kensington London, 11-13 Penywern Road, London, SW5 9TT, United Kingdom",City Continental Kensington London,13-Nov,Penywern Road,Royal Borough of Kensington and Chelsea,SW5 9TT,Earl's Court,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Royal Lancaster, Lancaster Terrace, London, Westminster, W22TY",51.51219595,-0.175203358,"Royal Lancaster, Lancaster Terrace, London, W2 2TY, United Kingdom",Royal Lancaster,,Lancaster Terrace,,W2 2TY,Paddington,London,Greater London,,England,ENG,United Kingdom,gb,0.8,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Strawberry Bank Hotel & Restaurant, 72, Main Road, Meriden, , GB, Solihull, West Midlands, CV77NF",52.43595175,-1.647261706,"Strawberry Bank Hotel & Restaurant, 72 Main Road, Meriden, CV7 7NF, United Kingdom",Strawberry Bank Hotel & Restaurant,72,Main Road,,CV7 7NF,,Metropolitan Borough of Solihull,West Midlands,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Marlborough Hotel, South Parade, Llandudno, , GB, Conwy, LL302LN",53.32585025,-3.830704351,"Marlborough Hotel, South Parade, Llandudno, LL30 2LN, United Kingdom",Marlborough Hotel,,South Parade,,LL30 2LN,Craig-y-don,Llandudno,Conwy,CWY,Wales,WLS,United Kingdom,gb,1,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Apex Edinburgh International, 31-33-35, Grassmarket, Edinburgh, , GB, City of Edinburgh, EH12HS",55.9469485,-3.1965174,"Apex Edinburgh International, 31-33-35 Grassmarket, City of Edinburgh, EH1 2HS, United Kingdom",Apex Edinburgh International,31-33-35,Grassmarket,,EH1 2HS,Old Town,City of Edinburgh,,,Scotland,SCT,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Grand Royale London Hyde Park Hotel, 1-9, Inverness Terrace, London",51.5111447,-0.186407534,"Grand Royale London Hyde Park Hotel, 1-9 Inverness Terrace, London, W2 3JA, United Kingdom",Grand Royale London Hyde Park Hotel,9-Jan,Inverness Terrace,,W2 3JA,Bayswater,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"St. David's Hotel, Havannah Street, Cardiff, , GB, CF105SD",51.46184513,-3.168557741,"Havannah Street, Cardiff, CF10 5SD, United Kingdom",Havannah Street,,Havannah Street,Tiger Bay,CF10 5SD,Butetown,Cardiff,Cardiff,CRF,Wales,WLS,United Kingdom,gb,0.7,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"George Washington Hotel Golf and Spa, Stone Cellar Road, Newcastle, Sunderland, North East, NE371PH",54.9256428,-1.5329422,"Washington (Sunderland), NE37 1PH, United Kingdom",NE37 1PH,,,,NE37 1PH,,Sunderland,Tyne and Wear,,England,ENG,United Kingdom,gb,0,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Novotel Edinburgh Park, 15, Lochside Avenue, Edinburgh, City of Edinburgh, EH129DJ",55.92669255,-3.31104846,"Novotel Edinburgh Park, 15 Lochside Avenue, City of Edinburgh, EH12 9DJ, United Kingdom",Novotel Edinburgh Park,15,Lochside Avenue,,EH12 9DJ,Sighthill,City of Edinburgh,,,Scotland,SCT,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Staybridge Suites, Buxton Street, Newcastle upon Tyne, , GB, North East, NE16NL",54.97298031,-1.599889389,"Buxton Street, Newcastle upon Tyne, NE1 6NL, United Kingdom",Buxton Street,,Buxton Street,,NE1 6NL,Shieldfield,Newcastle upon Tyne,Tyne and Wear,,England,ENG,United Kingdom,gb,0.7,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Duke of Leinster Hotel, 20, Leinster Gardens",51.51302965,-0.183339174,"Duke of Leinster Hotel, 20 Leinster Gardens, London, W2 6DR, United Kingdom",Duke of Leinster Hotel,20,Leinster Gardens,Westbourne Green,W2 6DR,Bayswater,London,Greater London,,England,ENG,United Kingdom,gb,0,,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Ventures Hotel, 12-20, Sussex Gardens, London",51.51795965,-0.168342278,"Ventures Hotel, 12-20 Sussex Gardens, London, W2 1UL, United Kingdom",Ventures Hotel,20-Dec,Sussex Gardens,,W2 1UL,Paddington,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Romanos Hotel, 31, Charlwood Street, London, Westminster, SW1V2DU",51.4902541,-0.138716949,"Romanos Hotel, 31 Charlwood Street, London, SW1V 2DU, United Kingdom",Romanos Hotel,31,Charlwood Street,,SW1V 2DU,Pimlico,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Friendship House, 3, Belvedere Place, London, Southwark, SE10AD",51.504358,-0.079549,"3 More London Riverside, London, SE1 0AD, United Kingdom",,3,More London Riverside,Southwark,SE1 0AD,Borough,London,London,,England,ENG,United Kingdom,gb,0.729,1,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Hotel 65, 65, Shepherds Bush Road, London, GB",51.4992154,-0.221753899,"Hotel 65, 65 Shepherds Bush Road, London, W6 7PD, United Kingdom",Hotel 65,65,Shepherds Bush Road,London Borough of Hammersmith and Fulham,W6 7PD,Brook Green,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Premier Inn, Caerphilly, CF833NL",51.588243,-3.21052875,"Premier Inn, Caerphilly, CF83 3NL, United Kingdom",Premier Inn,,,,CF83 3NL,,Caerphilly,Caerphilly County Borough,,Wales,WLS,United Kingdom,gb,1,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"The Clarendon, 8-16, Montpelier Row, London, Lewisham, SE30RW",51.4685748,0.009909898,"The Clarendon, 8-16 Montpelier Row, London, SE3 0RW, United Kingdom",The Clarendon,16-Aug,Montpelier Row,London Borough of Lewisham,SE3 0RW,Blackheath,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Premier Inn, Chertsey Road, Twickenham, Richmond upon Thames, London, TW26LS",51.45077517,-0.348685226,"Chertsey Road, London, TW2 6LS, United Kingdom",Chertsey Road,,Chertsey Road,London Borough of Richmond upon Thames,TW2 6LS,Whitton,London,Greater London,,England,ENG,United Kingdom,gb,0.7,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Bamburgh Castle Inn, Harbour Road, Seahouses, Northumberland, North East, NE687SQ",55.58280586,-1.652779769,"Harbour Road, Seahouses, NE68 7SQ, United Kingdom",Harbour Road,,Harbour Road,,NE68 7SQ,North Sunderland,Seahouses,Northumberland,NBL,England,ENG,United Kingdom,gb,0.7,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"St John's Hotel, 651, Warwick Road, Solihull, , GB, West Midlands, B911AT",52.41681285,-1.780319361,"St John's Hotel, 651 Warwick Road, Metropolitan Borough of Solihull, B91 1AT, United Kingdom",St John's Hotel,651,Warwick Road,,B91 1AT,,Metropolitan Borough of Solihull,West Midlands,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Malone Lodge Hotel Belfast, 60, Eglantine Avenue, Belfast",54.58173075,-5.94244888,"Malone Lodge Hotel Belfast, 60 Eglantine Avenue, Belfast, BT9 6DY, United Kingdom",Malone Lodge Hotel Belfast,60,Eglantine Avenue,,BT9 6DY,Windsor,Belfast,County Antrim,,Northern Ireland,NIR,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Grand Hotel Gosforth Park Newcastle, Newcastle upon Tyne, , GB, North East, NE35HN",55.029602,-1.641332,"East Moor, Newcastle upon Tyne, NE13 9BE, United Kingdom",,,East Moor,,NE13 9BE,,Newcastle upon Tyne,Newcastle upon Tyne,NET,England,ENG,United Kingdom,gb,0.7,1,0.7,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"The Orange Tree, 45, Kew Road, Richmond, Richmond upon Thames, London, TW92NQ",51.46425745,-0.301597556,"The Orange Tree, 45 Kew Road, London, TW9 2NQ, United Kingdom",The Orange Tree,45,Kew Road,London Borough of Richmond upon Thames,TW9 2NQ,North Sheen,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"The Grazing Goat, 6, New Quebec Street, London, Westminster, W1H7RQ",51.51528065,-0.158073899,"The Grazing Goat, 6 New Quebec Street, London, W1H 7RQ, United Kingdom",The Grazing Goat,6,New Quebec Street,,W1H 7RQ,Marylebone,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Pont y Pair Inn, Holyhead Road, Betws y Coed, , GB, Conwy, LL240BN",53.09357225,-3.806583393,"Pont Y Pair Inn, Holyhead Road, Betws-y-coed, LL24 0BN, United Kingdom",Pont Y Pair Inn,,Holyhead Road,,LL24 0BN,Betws-y-coed,Betws-y-coed,Conwy,CWY,Wales,WLS,United Kingdom,gb,0.925925926,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"DoubleTree by Hilton Hotel London - Tower of London, 7, Pepys Street, London, City of London, EC3N4AF",51.5109654,-0.078309606,"DoubleTree by Hilton Hotel London - Tower of London, 7 Pepys Street, City of London, EC3N 4AF, United Kingdom",DoubleTree by Hilton Hotel London - Tower of London,7,Pepys Street,,EC3N 4AF,Aldgate,City of London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Leonardo Hotel East Midlands Airport, Beverley Road, Derby, North West Leicestershire, DE742SH",52.8256758,-1.3252167,"Beverley Road, North West Leicestershire, DE74 2SH, United Kingdom",Beverley Road,,Beverley Road,Long Whatton and Diseworth,DE74 2SH,Long Whatton and Diseworth,North West Leicestershire,Leicestershire,LEC,England,ENG,United Kingdom,gb,0.7,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Caer Rhun Hall, Conwy, , GB, LL328HX",53.21779075,-3.837361975,"Caer Rhun Hall, Llanrwst Road, Ty'n y Groes, LL32 8HX, United Kingdom",Caer Rhun Hall,,Llanrwst Road,,LL32 8HX,,Ty'n y Groes,Conwy,CWY,Wales,WLS,United Kingdom,gb,1,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Hotel Kylestrome Bar & Grill, 11, Miller Road, Ayr, South Ayrshire, KA72AX",55.45781225,-4.630742899,"Hotel Kylestrome Bar & Grill, 11 Miller Road, Ayr, KA7 2AX, United Kingdom",Hotel Kylestrome Bar & Grill,11,Miller Road,,KA7 2AX,Fort,Ayr,South Ayrshire,SAY,Scotland,SCT,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Busta House, Shetland, , GB, Shetland Islands, ZE29QN",60.38370745,-1.375858588,"Busta House, Busta Road, Brae, ZE2 9QN, United Kingdom",Busta House,,Busta Road,,ZE2 9QN,,Brae,Shetland,ZET,Scotland,SCT,United Kingdom,gb,1,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Premier Inn, 91, Newcraighall Road, Edinburgh, City of Edinburgh, EH218RX",55.93502075,-3.094809818,"Premier Inn, 91 Newcraighall Road, City of Edinburgh, EH21 8RX, United Kingdom",Premier Inn,91,Newcraighall Road,Newcraighall Village,EH21 8RX,Craigmillar,City of Edinburgh,,,Scotland,SCT,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Edgbaston Palace Hotel, 196, Hagley Road, Birmingham, West Midlands, B169PQ",52.4712441,-1.944480507,"Edgbaston Palace Hotel, 196 Hagley Road, Birmingham, B16 9PQ, United Kingdom",Edgbaston Palace Hotel,196,Hagley Road,Chad Valley,B16 9PQ,Harborne,Birmingham,West Midlands,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Best Inn Hotel, 10, Argyle Road, Ilford, Redbridge, London, IG13BQ",51.5604206,0.067422902,"Best Inn Hotel, 10 Argyle Road, London, IG1 3BQ, United Kingdom",Best Inn Hotel,10,Argyle Road,,IG1 3BQ,,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Norfolk Towers Hotel, 34, Norfolk Place, London, , GB, Westminster, W21QW",51.51622395,-0.172058905,"Norfolk Towers Hotel, 34 Norfolk Place, London, W2 1QW, United Kingdom",Norfolk Towers Hotel,34,Norfolk Place,,W2 1QW,Paddington,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Makeney Hall Hotel, Makeney Road, Belper, Amber Valley, East Midlands, DE560RS",52.99856514,-1.477911631,"Makeney Road, Amber Valley, DE56 0RS, United Kingdom",Makeney Road,,Makeney Road,,DE56 0RS,,Amber Valley,Derbyshire,DBY,England,ENG,United Kingdom,gb,0.7,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"St Tudno, 14, North Parade, Llandudno, , GB, Conwy, LL302LP",53.3268611,-3.831634814,"St Tudno Hotel, 14 North Parade, Llandudno, LL30 2LP, United Kingdom",St Tudno Hotel,14,North Parade,,LL30 2LP,Llandudno,Llandudno,Conwy,CWY,Wales,WLS,United Kingdom,gb,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Travelodge, Durham, County Durham, North East, DH11LJ",54.77940115,-1.56261108,"Travelodge, The Sidings, Durham, DH1 1LJ, United Kingdom",Travelodge,,The Sidings,,DH1 1LJ,City of Durham,Durham,County Durham,,England,ENG,United Kingdom,gb,0.911111111,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Pitlochry Hydro Hotel, Knockard Road, Pitlochry, Perth and Kinross, PH165JH",56.70649108,-3.729084673,"Knockard Road, Pitlochry, PH16 5JH, United Kingdom",Knockard Road,,Knockard Road,,PH16 5JH,,Pitlochry,Perth and Kinross,PKN,Scotland,SCT,United Kingdom,gb,0.7,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Middleton Hall, Middleton, Northumberland, North East, NE707LF",55.61295005,-1.851210624,"Middleton Hall, A1, Middleton, NE70 7LF, United Kingdom",Middleton Hall,,A1,,NE70 7LF,,Middleton,Northumberland,NBL,England,ENG,United Kingdom,gb,1,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Ibis Budget, Ambassador Road, Birmingham, Solihull, West Midlands, B263AW",52.45277136,-1.730657727,"Ambassador Road, Metropolitan Borough of Solihull, B26 3AW, United Kingdom",Ambassador Road,,Ambassador Road,,B26 3AW,Bickenhill and Marston Green,Metropolitan Borough of Solihull,West Midlands,,England,ENG,United Kingdom,gb,0.7,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Premier Inn, Loughborough Road, Nottingham, , GB, Rushcliffe, East Midlands, NG116LS",52.90702,-1.144017,"Loughborough Road, Rushcliffe, NG11 6LS, United Kingdom",,,Loughborough Road,Ruddington Civil Parish,NG11 6LS,Compton Acres,Rushcliffe,Nottinghamshire,NTT,England,ENG,United Kingdom,gb,0.7,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Premier Inn, 6, Lansdowne Road, Croydon, London, CR02BX",51.37638,-0.095957115,"Premier Inn, 6 Lansdowne Road, London, CR0 2BX, United Kingdom",Premier Inn,6,Lansdowne Road,London Borough of Croydon,CR0 2BX,Broad Green,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Stylotel, 160-162, Sussex Gardens, London",51.5152202,-0.17335608,"Stylotel, 160-162 Sussex Gardens, London, W2 1UD, United Kingdom",Stylotel,160-162,Sussex Gardens,,W2 1UD,Paddington,London,Greater London,,England,ENG,United Kingdom,gb,0.9,1,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Premier Inn Aviemore, Grampian Road, Aviemore, Highland, PH221PX",57.19266789,-3.82874374,"Grampian Road, Aviemore, PH22 1PX, United Kingdom",Grampian Road,,Grampian Road,,PH22 1PX,,Aviemore,Highland,HLD,Scotland,SCT,United Kingdom,gb,0.7,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Gretna Hall Hotel, Gretna Green, Dumfries and Galloway, DG165DY",55.0036729,-3.065489489,"Gretna Hall Hotel, A74(M), Gretna Green, DG16 5DY, United Kingdom",Gretna Hall Hotel,,A74(M),,DG16 5DY,,Gretna Green,Dumfries and Galloway,DGY,Scotland,SCT,United Kingdom,gb,1,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Kaim Park Hotel, Edinburgh Road, Bathgate, West Lothian, EH481EP",55.89502743,-3.623488422,"Edinburgh Road, Bathgate, EH48 1EP, United Kingdom",Edinburgh Road,,Edinburgh Road,,EH48 1EP,Boghall,Bathgate,West Lothian,WLN,Scotland,SCT,United Kingdom,gb,0.7,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Shoreditch Inn, 1, Austin Street, London, Tower Hamlets, E27NB",51.52728505,-0.076819044,"Shoreditch Inn, 1 Austin Street, London, E2 7NB, United Kingdom",Shoreditch Inn,1,Austin Street,London Borough of Tower Hamlets,E2 7NB,Whitechapel,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"The Beeches Hotel, 65, Wilford Lane, Nottingham, Rushcliffe, East Midlands, NG27RN",52.93034715,-1.142767476,"The Beeches Hotel, 65 Wilford Lane, Nottingham, NG2 7RN, United Kingdom",The Beeches Hotel,65,Wilford Lane,,NG2 7RN,Compton Acres,Nottingham,Nottinghamshire,NTT,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Carlton Hotel, 90, Belgrave Road, London, Westminster, SW1V2BJ",51.49004305,-0.137921197,"Carlton Hotel, 90 Belgrave Road, London, SW1V 2BJ, United Kingdom",Carlton Hotel,90,Belgrave Road,,SW1V 2BJ,Pimlico,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"The Waterfront Hotel, 7, North Crescent, Portpatrick, Dumfries and Galloway, DG98SX",54.84223605,-5.11767335,"The Waterfront Hotel, 7 North Crescent, Portpatrick, DG9 8SX, United Kingdom",The Waterfront Hotel,7,North Crescent,,DG9 8SX,,Portpatrick,Dumfries and Galloway,DGY,Scotland,SCT,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Dragon Hotel and Restaurant, Holyhead Road, Betws y Coed, , GB, Conwy, LL240BN",53.09310905,-3.8117323,"Dragon Hotel and Restaurant, Holyhead Road, Betws-y-coed, LL24 0BN, United Kingdom",Dragon Hotel and Restaurant,,Holyhead Road,,LL24 0BN,Betws-y-coed,Betws-y-coed,Conwy,CWY,Wales,WLS,United Kingdom,gb,0.939393939,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Rossmore Hotel, 301-309, Cranbrook Road, Ilford, Redbridge, London, IG14UA",51.56650735,0.065809926,"Rossmore Hotel, 301-309 Cranbrook Road, London, IG1 4UA, United Kingdom",Rossmore Hotel,301-309,Cranbrook Road,,IG1 4UA,Gants Hill,London,Greater London,,England,ENG,United Kingdom,gb,0.9,1,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Edgbaston Palace Hotel, 198-200, Hagley Road, Birmingham, , GB, West Midlands, B169PQ",52.47123835,-1.944923472,"Edgbaston Palace Hotel, 198-200 Hagley Road, Birmingham, B16 9PQ, United Kingdom",Edgbaston Palace Hotel,198-200,Hagley Road,Chad Valley,B16 9PQ,Harborne,Birmingham,West Midlands,,England,ENG,United Kingdom,gb,0.76056338,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Point A Hotels, 8-10, Paul Street, London, Hackney, EC2A4JH",51.52257795,-0.084094857,"Point A Hotels, 8-10 Paul Street, London, EC2A 4JH, United Kingdom",Point A Hotels,10-Aug,Paul Street,London Borough of Hackney,EC2A 4JH,Shoreditch,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"West Port Hotel, 18-20, West Port, Linlithgow, West Lothian, EH497AZ",55.97597045,-3.611747471,"West Port Hotel, 18-20 West Port, Linlithgow, EH49 7AZ, United Kingdom",West Port Hotel,18-20,West Port,Preston,EH49 7AZ,,Linlithgow,West Lothian,WLN,Scotland,SCT,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Buckingham Hotel, 1-2, Burlington Road, Buxton, High Peak, East Midlands, SK179AS",53.2574974,-1.921689756,"Buckingham Hotel, 1-2 Burlington Road, High Peak, SK17 9AS, United Kingdom",Buckingham Hotel,2-Jan,Burlington Road,,SK17 9AS,,High Peak,Derbyshire,DBY,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Hogshead Inn, Hawfinch Drive, Alnwick, Northumberland, North East, NE662BF",55.39761474,-1.693131694,"Hawfinch Drive, Denwick, NE66 2BF, United Kingdom",Hawfinch Drive,,Hawfinch Drive,,NE66 2BF,,Denwick,Northumberland,NBL,England,ENG,United Kingdom,gb,0.7,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"The Sumner Hotel, 54, Upper Berkeley Street",51.51519515,-0.160897566,"The Sumner Hotel, 54 Upper Berkeley Street, London, W1H 7PP, United Kingdom",The Sumner Hotel,54,Upper Berkeley Street,,W1H 7PP,Marylebone,London,Greater London,,England,ENG,United Kingdom,gb,0,,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Hotel 52, 52, South Parade, Whitley Bay, , GB, North Tyneside, North East, NE262RQ",55.0442002,-1.4425704,"Hotel 52, 52 South Parade, North Tyneside, NE26 2RQ, United Kingdom",Hotel 52,52,South Parade,,NE26 2RQ,Cullercoats,North Tyneside,North East,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Kinder Lodge, 10, New Mills Road, High Peak, , GB, East Midlands, SK222JG",53.3784806,-1.946620412,"Kinder Lodge, 10 New Mills Road, High Peak, SK22 2JG, United Kingdom",Kinder Lodge,10,New Mills Road,,SK22 2JG,,High Peak,Derbyshire,DBY,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
