text_a,text_b,label,clusterA,clusterB
"The Aspire, 51 Albert Road Blackpool, North West, FY14TA","Lumada, 100, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0,1823,156
"Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW","The Arabella, 102, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0,3418,2524
"Premier Inn Norwich Nelson City Centre, Prince Of Wales Road NorwichNorfolk, East of England, NR11DX","Premier Inn, Prince of Wales Road, Norwich, , GB, East of England, NR11DX",1,2369,2369
"Alvamere, 12 Church Street, Cumberland, North West, CA124DT","Goodwin House, 29, Southey Street, Keswick, , United Kingdom, Cumberland, North West, CA124EE",0,2239,2995
"County Hotel, 9 Botchergate Carlisle, Cumberland, North West, CA11QP","County Hotel, 9, Botchergate, Carlisle, , United Kingdom, Cumberland, North West, CA11QP",1,983,983
"Howard Hotel, North Promenade, 292 BLACKPOOL, North West, FY12EY","Carlton Hotel, 282-286, Promenade, Blackpool, North West, FY12EZ",0,3853,2236
"Craignish Apartments, 104 Thornhill Road Falkirk, FK27AE","Holiday Flats, 160-174, Thornhill Road, Falkirk, , United Kingdom, FK27DU",0,3196,2119
"Travelodge Washington A1(M) Southbound, Moto Service Area A1(M)PortobelloWashington, Gateshead, North East, DH32SJ","Travelodge, Washington Services Southbound, Chester-le-Street, Gateshead, North East, DH32SJ",1,829,829
"Allt-Na-Leven, 23-24 Leven Road Kinlochleven, Highland, PH504RP","Highland Getaway Inn, Leven Road, Kinlochleven, , United Kingdom, PH504RP",1,1813,1813
"Travelodge Middlewich, A54 Holmes Chapel Road Middlewich Cheshire, Cheshire East, North West, CW100JB","Travelodge Middlewich Hotel, Holmes Chapel Road, Middlewich, Cheshire East, North West, CW100JB",1,108,108
"Bankes Arms Hotel, 23 East Street Corfe Castle Dorset, South West, BH205ED","Bankes Arms Hotel, 23, East Street, Dorset, South West, BH205ED",1,3136,3136
"Baxter Holiday Apartments, 37 Charnley Road, Blackpool, North West, FY14PE","Clifton Hotel, 56, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0,2420,84
"Bramlea Hotel, 36 Charnley Road Blackpool Lancashire, North West, FY14PF","The Oak Lea Hotel, 83-87, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0,3616,178
"Haven Hotel, 6 8 Sussex Gardens London, Westminster, W21UL","Europa House Hotel, 151, Sussex Gardens, London",0,3250,656
"Church Guesthouse, 109 Cathedral Road Cardiff, CF119PH","No 73 by Coffi Co, 73, Cathedral Road, Cardiff, , GB, CF119HE",0,3751,1810
"De Trafford By Good Night Inns, Congleton Road Alderley EdgeWilmslowCheshire, Cheshire East, North West, SK97AA","De Trafford Arms Hotel, 2, Congleton Road, Alderley Edge, Cheshire East, North West, SK97AA",1,3025,3025
"Topps Hotel, 17 Regency Square Brighton & HoveEast Sussex, Brighton and Hove, South East, BN12FG","Royal Pavillion Townhouse, 12, Regency Square",0,1982,3668
"The Merchants Hotel, Back Piccadilly MANCHESTER, North West, M11HP","The Merchants Hotel, Back Piccadilly, Manchester, , United Kingdom, North West, M11HP",1,2542,2542
"The Winter Garden Suites, 64 Adelaide Street Blackpool, North West, FY14LA","OYO Gresham Hotel, 106-114, Adelaide Street, Blackpool, , United Kingdom, North West, FY14LE",0,277,3307
"Lodore Falls Hotel, Borrowdale KeswickCumbria, Cumberland, North West, CA125UX","Lodore Falls Hotel, Borrowdale, Cumberland, North West, CA125UX",1,3121,3121
"Bramlea Hotel, 36 Charnley Road Blackpool Lancashire, North West, FY14PF","Alumhurst Hotel, 13-15, Charnley Road, Blackpool, , United Kingdom, North West, FY14PE",0,3616,2291
"Langley Bank Guest House, 39 Carrick Road ; Ayr, South Ayrshire, KA72RD","Carrick Lodge, 46, Carrick Road, Ayr, , United Kingdom, South Ayrshire, KA72RB",0,3778,2383
"The Savoy Hotel, West Hill Road Bournemouth Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25EJ","Connaught Lodge, 32, West Hill Road, Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25PH",0,2853,1693
"Zebra Lodge Blackpool, 11 Charnley Road Blackpool, North West, FY14PE","Charnley Gold, 38, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0,2182,84
"Beverley City, 142 Sussex Gardens London, Westminster, W21UB","Alexandra Hotel, 159-161, Sussex Gardens, London, Westminster, W22RY",0,2751,3535
"Nailcote Hall, Nailcote Lane Berkswell BerkswellWarwick, Solihull, West Midlands, CV77DE","Nailcote Hall, Nailcote Lane, Solihull, West Midlands, CV77DE",1,2550,2550
"Citrus Hotel Coventry South by Compass Hospitality, London Road Ryton On Dunsmore Ryton on DunsmoreCoventryWarwickshire, Rugby, West Midlands, CV83DY","Citrus Hotel Coventry South, Southam Road, , GB, Rugby, West Midlands, CV83DY",1,2167,2167
"Aragon House, 75 London Road Peterborough, East of England, PE29BS","Aragon House Hotel, 75-77, London Road, Peterborough, , United Kingdom, East of England, PE29BS",1,3572,3572
"Days Inn Hyde Park, 148-152 Sussex Gardens London, Westminster, W21UD","Balmoral House Hotel, 157, Sussex Gardens, London",0,1626,2841
"Conference View Guest House, 74 Kings Road Harrogate, North Yorkshire, Yorkshire and The Humber, HG15JR","Crowne Plaza, King's Road, Harrogate, North Yorkshire, Yorkshire and The Humber, HG11XX",0,2397,1818
"Milton Tower Hotel, West Bay Victoria Parade Dunoon Argyll, Argyll and Bute, PA237HU","Milton Tower Hotel, 62, Victoria Parade, Dunoon, , GB, Argyll and Bute, PA237HU",1,1648,1648
"Housel Bay Hotel, Housel Cove Helston, Cornwall, South West, TR127PG","Housel Bay Hotel, Housel Bay Road, Helston, , GB, Cornwall, South West, TR127PG",0,2637,990
"Pen Y Bryn, 28 High Street Conwy, LL328DE","Castle Hotel, High Street, Conwy, , GB, LL328DB",0,2054,2007
"Eastmount Hall Hotel, 10 Eastmount Road Shanklin, Isle of Wight, South East, PO376DN","Eastmount Hall Hotel, 10, East Mount Road, Shanklin, , GB, Isle of Wight, South East, PO376DN",1,521,521
"Hotel Bannatyne Durham, Eden Terrace Durham, County Durham, North East, DH12HJ","Hotel Bannatyne, Eden Terrace, Durham, County Durham, North East, DH12HJ",1,2166,2166
"Kings Court, 34 King Edward Avenue Blackpool, North West, FY29TA","The Alpha, 9, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TD",0,554,848
"Columbia, 95-99 Lancaster Gate  London, Westminster, W23NS","Best Western Mornington, 12, Lancaster Gate, London, GB",0,303,2953
"The Queen Phillippa, High Street Queenborough, Swale, South East, ME115AQ","The Queen Philippa Bed And Breakfast, High Street, Queenborough, Swale, South East, ME115AQ",1,1860,1860
"Days Inn London Stansted Airport, Welcome Break Service Area Junction 8, M11 Motorway Welcome Break Service AreaBirchanger GreenBishop's Stortford, Uttlesford, East of England, CM235QZ","Days Inn London Stansted Airport, Dunmow Road, BishopÃ¢ÂÂÃÂÃÂ´s Stortford, Uttlesford, East of England, CM235QZ",1,1979,1979
"Vinnie's Family Hotel, 205 Promenade, Blackpool, North West, FY15DL","Vinnies, 205, Promenade, Blackpool, North West, FY15DL",1,1101,1101
"Hampton by Hilton London City, 12-20 Osborne Street, Tower Hamlets, London , United Kingdom, E16TE","Hampton by Hilton London City, 12-20, Osborn Street, London, Tower Hamlets, E16TE",1,364,364
"The Hope Hotel, 34 Marine Parade, Southend-on-Sea, East of England, SS12EJ","The Hope Hotel, 34, Marine Parade, Southend-On-Sea, , United Kingdom, East of England, SS12EJ",1,3670,3670
"Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW","The Sutcliffe Hotel, 70-72, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0,3418,3202
"The Pilatus Guest house, Willshaw Road, 10 BLACKPOOL, North West, FY29SH","The Pilatus, 10, Willshaw Road, Blackpool, , United Kingdom, North West, FY29SH",1,143,143
"Roomzzz Leeds City West, 1 The Triangle 2 Burley Road  Leeds, Yorkshire and The Humber, LS31JB","Roomzzz Leeds City West, 2, Burley Road, Leeds, , United Kingdom, Yorkshire and The Humber, LS31JR",1,862,862
"Haven Hotel, 6 8 Sussex Gardens London, Westminster, W21UL","The Castleton Hotel, 164-166, Sussex Gardens, London",0,3250,618
"Cliffdene Hotel, 12-14 Narrowcliff NewquayCornwall and Isles of Scilly, TR72PJ","Cliffdene, 12A - 14, Narrowcliff, Newquay, , GB, TR72PJ",1,26,26
"Best Western Brome Grange Hotel, Norwich Road Brome BromeSuffolk, Mid Suffolk, East of England, IP238AP","Brome Grange Hotel, Norwich Road, Eye, Mid Suffolk, East of England, IP238AP",1,1051,1051
"New Oscar, 65 Vansittart Road Windsor, Windsor and Maidenhead, South East, SL45DB","Oscar Lodge, 65, Vansittart Road, Windsor, Windsor and Maidenhead, South East, SL45DB",1,1530,1530
"Rabble, 55a Frederick Street Edinburgh, City of Edinburgh, EH21LH","Rabble, 55A, Frederick Street, Edinburgh, , GB, City of Edinburgh, EH21LH",1,2126,2126
"Merchant City Inn, 52 Virginia Street Glasgow, Glasgow City, G11TY","Merchant City Inn, 52, Virginia Street, Glasgow, Glasgow City, G11TY",1,2066,2066
"Acorns Guest House, Combe Martin Ilfracombe Combe MartinNorth Devon, South West, EX340AT","Poplars Hotel, Woodlands, North Devon, , United Kingdom, South West, EX340AR",0,3914,1142
"Morgans on the prom, 375 The Promenade Blackpool Lancashire, North West, FY16BQ","The Oakwell Hotel, 357, Promenade, Blackpool, , United Kingdom, North West, FY16BJ",0,3532,1254
"The Apartments Chelsea, 41 Draycott Place London, Kensington and Chelsea, SW32SH","San Domenico House, 29/31, Draycott Place",0,2887,35
"Brighton Marina House Hotel B&B, 8 Charlotte Street Brighton, Brighton and Hove, South East, BN21AG","Marina House Hotel, 8, Charlotte Street, Brighton, , United Kingdom, Brighton and Hove, South East, BN21AE",1,483,483
"Smart Hotel Guest house, 1A King Edward Avenue Blackpool, North West, FY29TD","The Penryn, 38, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0,3721,554
"Walkers Court Cirencester, 4 Walkers Court 48 Gloucester Street, Cotswold, South West, GL72DH","The Corinium Hotel And Restaurant, 12, Gloucester Street, Cotswold, South West, GL72DG",0,2504,1573
"Cambridge City Tenison Towers, 148 Tenison Road CambridgeCambridgeshire, East of England, CB12DP","Tenison Towers, 148, Tenison Road, Cambridge, , United Kingdom, East of England, CB12DP",1,394,394
"Sharn-Bek Hotel, 24 Alexandra Road Blackpool, North West, FY16BU","The New Brooklyn, Alexandra Road, Blackpool, , United Kingdom, North West, FY16BH",0,426,1755
"Bakers Rest Cottage, Bakers Rest Grasmere, Westmorland and Furness, North West, LA229SU","Moss Grove Hotel, Grasmere, Westmorland and Furness, North West, LA229SW",0,2433,1140
"Castle Lodge, 50 New Barns Rd ElyCambs, East Cambridgeshire, East of England, CB74PW","Castle Lodge Hotel, 50, New Barns Road, Ely, , United Kingdom, East Cambridgeshire, East of England, CB74PW",1,1116,1116
"Belmont Hotel, 299 The Promenade Blackpool, North West, FY16AL","Lyndene Hotel, 303-315, Promenade, Blackpool, North West, FY16AN",0,2910,2650
"Jesmond Dene House, Jesmond Dene Road Newcastle-upon-Tyne, Newcastle upon Tyne, North East, NE22EY","Jesmond Dene House, Jesmond Dene Road, Newcastle upon Tyne, North East, NE22EY",1,1452,1452
"The Loch Lomond Arms Hotel, Main Road Luss, Argyll and Bute, G838NY","Loch Lomond Arms Hotel, Main Road, Luss, Argyll and Bute, G838NY",1,46,46
"Best Western Cedars Hotel, Needham Road StowmarketSuffolk, Mid Suffolk, East of England, IP142AJ","The Cedars, Needham Road, Stowmarket, Mid Suffolk, East of England, IP142AJ",1,2950,2950
"Sydney House Chelsea, 9-11 Sydney Street Chelsea ChelseaLondon, Kensington and Chelsea, SW36PU","Sydney House Chelsea, 9-11, Sydney Street, London, Kensington and Chelsea, SW36PU",1,1129,1129
"Putney Hotel, BW Signature Collection, 214 Upper Richmond Road Putney London, Wandsworth, SW156TD","Putney Hotel, 214, Upper Richmond Road, London, Wandsworth, SW156TD",1,3106,3106
"Ascot House Hotel, 7 Tor Church Road TorquayDevon, Torbay, South West, TQ25UR","Ascot House Hotel, 7, Tor Church Road, Torquay, Torbay, South West, TQ25UR",1,1806,1806
"The Calypso Hotel, 39-43 Albert Road Blackpool, North West, FY14TA","Sandy Beach Hotel, 96-98, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0,3493,1518
"Cromwell's Inn, 11 Dogpole Shrewsbury, Shropshire, West Midlands, SY11EN","Cromwell's Tap House, 11, Dogpole, Shrewsbury, , GB, Shropshire, West Midlands, SY11EN",1,260,260
"Plumber Manor, Sturminster Newton  Dorset, South West, DT102AF","Plumber Manor Country House Hotel & Restaurant, Dorset, South West, DT102AF",1,2529,2529
"Apex London Wall Hotel, 7-9 Copthall Avenue London, City of London, EC2R7NJ","Clayton Hotel  London Wall, 7-9, Copthall Avenue, London, City of London, EC2R7NJ",1,1925,1925
"Beverley City, 142 Sussex Gardens London, Westminster, W21UB","Mitre House Hotel, 178-184, Sussex Gardens, London",0,2751,1603
"Oliver Cromwell Hotel, High Street MarchCambridgeshire, Fenland, East of England, PE159LB","Oliver Cromwell Hotel, High Street, March, Fenland, East of England, PE159LB",1,2431,2431
"The Wylfa, Lon Sarn Bach Abersoch, Gwynedd, LL537DY","Neigwl Hotel, LâÂ¥n Sarn Bach, Abersoch, , United Kingdom, Gwynedd, LL537EE",0,3525,3498
"Leeds House Guest House, 40 Windsor Crescent Bridlington East Yorkshire, East Riding of Yorkshire, Yorkshire and The Humber, YO153HY","Doriam Guest House, 35, Windsor Crescent, Bridlington, , GB, East Riding of Yorkshire, Yorkshire and The Humber, YO153HX",0,3376,1981
"DoubleTree by Hilton London Heathrow Airport, 745 Bath Road Heathrow Cranford HeathrowCranford, Hounslow, London, TW59QE","DoubleTree by Hilton Hotel London Heathrow Airport, 745, Bath Road, Hounslow, , GB, TW59QE",1,69,69
"Sefton Court, 49 Church Walks Llandudno, Conwy, LL302HL","Space Boutique B & B & Jaya Restaurant, 36, Church Walks, Llandudno, , GB, Conwy, LL302HN",0,2310,3226
"Yarrow Hotel, Ramsgate Road Broadstairs, Thanet, South East, CT101PN","The Yarrow Hotel, Ramsgate Road, Broadstairs, Thanet, South East, CT101PN",1,607,607
"Sandpiper Chalet Bridport, Eype Mouth Chalet Park Eype, Dorset, South West, DT66AL","Eype's Mouth Country Hotel, Mount Lane, Bridport, , United Kingdom, Dorset, South West, DT66AL",0,3320,3791
"Adria House, 11 Royal Terrace Edinburgh, City of Edinburgh, EH75AB","21212, 3, Royal Terrace, Edinburgh, , United Kingdom, City of Edinburgh, EH75AH",0,721,2386
"Travelodge Tamworth Central, Bolebridge Street Tamworth, West Midlands, B797PB","Travelodge Tamworth Central, Bolebridge Street, Tamworth, , United Kingdom, West Midlands, B797PB",1,1486,1486
"The Nayland, 132-134 Sussex Gardens London, Westminster, W21UB","Stylotel, 160-162, Sussex Gardens, London",0,2519,1546
"The Chimes on the sea, 265 Promenade BlackpoolLancashire, North West, FY16AH","Crystals On The Prom, 263, Promenade, Blackpool, , GB, North West, FY16AH",0,311,118
"The Florida Hotel, 32 Charnley Road Blackpool, North West, FY14PF","The Fairhaven Hotel, 7-9, Charnley Road, Blackpool, , United Kingdom, North West, FY14PE",0,84,378
"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","Regency Hotel, 50, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",1,84,84
"Jesmond International Hotel, 8 Charnley Rd Blackpool, North West, FY14PF","The Lismain Hotel, 3, Charnley Road, Blackpool, , United Kingdom, North West, FY14PE",0,1594,404
"Garden View Hotel, 29 31 Nevern Square Earls Court London, Kensington and Chelsea, SW59PE","Coronation Hotel, 59, Nevern Square",0,1023,1039
"Melvill Guest House, 52 Melvill Road Falmouth Cornwall, South West, TR114DQ","Cotswold House, 49, Melvill Road, Cornwall, South West, TR114DF",0,3453,2271
"Eversley Hotel, Park Avenue Ventnor, Isle of Wight, South East, PO381LB","Eversley Hotel, Park Avenue, Ventnor, , GB, Isle of Wight, South East, PO381LB",1,1927,1927
"Lumley Castle, Chester le Street Durham, County Durham, North East, DH34NX","Lumley Castle, Chester-le-Street, County Durham, North East, DH34NX",1,2474,2474
"Slate Cottage, 2 Tredethy Mews near Bodmin MoorTredethyBodmin, Cornwall, South West, PL304QS","Tredethy House, Helland Road, Tredethy, , United Kingdom, Cornwall, South West, PL304QS",0,321,3729
"Holiday Inn Brentwood M25 Jct. 28, Brook Street Brentwood, East of England, CM145NF","Holiday Inn, Brook Street, Brentwood, East of England, CM145NF",1,0,0
"Brighton Metro Pad, 122A Kings Road Brighton, Brighton and Hove, South East, BN12FA","DoubleTree by Hilton Brighton Metropole, Kings Road, Brighton & Hove, , GB, Brighton and Hove, South East, BN12FU",0,2882,3821
"The Aspire, 51 Albert Road Blackpool, North West, FY14TA","The Arabella, 102, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0,1823,2524
"The Seaview Hotel, Seaview Road Boddam, Aberdeenshire, AB423NS","Seaview Hotel, Seaview Road, Boddam, , GB, Aberdeenshire, AB423NS",1,1683,1683
"Smart Hotel Guest house, 1A King Edward Avenue Blackpool, North West, FY29TD","Sunnymede Private Hotel, 50, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0,3721,554
"Hotel Avano Pleasure Beach, 8 Clifton Drive, Blackpool, North West, FY41NX","The Big Blue Hotel, Clifton Drive, Blackpool, North West, FY41ND",0,1663,627
"The Hurstmere, 5 Alexandra Road Blackpool, North West, FY16BU","The New Brooklyn, Alexandra Road, Blackpool, , United Kingdom, North West, FY16BH",0,3367,1755
"Admiral Hotel at Park Avenue, 143 Sussex Gardens Hyde Park Hyde ParkLondon, Westminster, W22RY","Hotel Columbus, 141, Sussex Gardens, London",0,3558,3630
"Old Hall Hotel, The Square BuxtonDerbyshire, High Peak, East Midlands, SK176BD","Old Hall Hotel, The Square, Buxton, High Peak, East Midlands, SK176BD",1,1646,1646
"Mercure Edinburgh City Princes Street Hotel, 53 Princes Street Edinburgh, City of Edinburgh, EH22DG","Mount Royal Hotel, 53, Princes Street, Edinburgh, , GB, City of Edinburgh, EH22DG",1,3107,3107
"Belmont & Astoria Hotel, 100 & 104 Sussex Gardens PaddingtonLondonGreater London, Westminster, W21UH","Orchard Hotel, 86-90, Sussex Gardens, London, Westminster, W21UH",0,1177,1121
"Avon Hotel, 50 Norfolk Square Hyde ParkLondon, Westminster, W21RT","Dolphin Inn - The Lodge, 44, Norfolk Square, London, GB",0,2724,1885
"The Fitzwilliam Hotel Belfast, Great Victoria Street Belfast Northern Ireland, BT27BQ","Fitzwilliam Hotel, 1-3, Great Victoria Street, Belfast, Antrim, BT27BQ",1,401,401
"Beaches Brighton, Apartment 2 Cumberland Court 150 Kings Road, Brighton and Hove, South East, BN12PJ","The Kings Hotel, 139-141, Kings Road, Brighton, Brighton and Hove, South East, BN12NA",0,2465,821
"Wildings Hotel, 14 North Parade Llandudno, Conwy, LL302LP","Belmont Hotel, 21, North Parade, Llandudno, , GB, Conwy, LL302LP",0,2463,2388
"The Prince's House Hotel, Glenfinnan Inverness-shire, Highland, PH374LT","The Prince's House Hotel, Glenfinnan, Highland, PH374LT",1,1146,1146
"The Scala, 22 Clifton Drive Blackpool, North West, FY41NX","The Royal Hotel, 57, Clifton Drive, Blackpool, , United Kingdom, North West, FY41NT",0,160,2174
"Admiral Hotel at Park Avenue, 143 Sussex Gardens Hyde Park Hyde ParkLondon, Westminster, W22RY","Days Inn London Hyde Park, 148-152, Sussex Gardens, London, Westminster, W21UD",0,3558,1626
"Campanile Runcorn, Lowlands Road  Runcorn Cheshire, Halton, North West, WA75TP","Campanile, Lowlands Road, Runcorn, Halton, North West, WA75TP",1,3055,3055
"Hill Lodge, 8 Newton Road Sudbury Suffolk SudburySuffolk, Babergh, East of England, CO102RL","Hill Lodge Hotel, 8, Newton Road, Sudbury, , GB, Babergh, East of England, CO102RL",1,1290,1290
"Jerichos Boutique Accommodation, College Road WindermereCumbria, Westmorland and Furness, North West, LA231BX","Applegarth Villa, College Road, Windermere, Westmorland and Furness, North West, LA231BU",0,1604,3602
"Lock And Key Hotel, 15-17 Duke Street Liverpool, North West, L15AP","Lock & Key, 15-17, Duke Street, Liverpool, North West, L15AP",1,894,894
"Admiral Hotel at Park Avenue, 143 Sussex Gardens Hyde Park Hyde ParkLondon, Westminster, W22RY","Europa House Hotel, 151, Sussex Gardens, London",0,3558,656
"Ruskin Hotel, 55-61 Albert Road Blackpool, North West, FY14PW","The Carlton, 64, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0,178,1692
"Leonardo Portland Edinburgh, 79 Lauriston Place  Edinburgh, City of Edinburgh, EH39HZ","Leonardo Boutique Hotel Edinburgh City, 79, Lauriston Place, Edinburgh, City of Edinburgh, EH39HZ",1,619,619
"The Blue Bell Main Street Burton Agnes Burton Agnes, East Riding of Yorkshire, Yorkshire and The Humber, YO254NG","Blue Bell Hotel, Main Street, Burton Agnes, East Riding of Yorkshire, Yorkshire and The Humber, YO254NG",1,3317,3317
"Banks Of Ury Hotel, 20 High Street Inverurie, Aberdeenshire, AB513XQ","Banks Of Ury, 20, High Street, Inverurie, , GB, Aberdeenshire, AB513XQ",1,2758,2758
"The Art Deco Flat, 36A Marine Parade, Brighton and Hove, South East, BN21TR","Drakes, 43-44, Marine Parade, Brighton, Brighton and Hove, South East, BN21PE",0,723,3672
"Sherwood Hotel, 64 Reads Avenue Blackpool, North West, FY14DE","The New Sandringham Court Hotel, 65-69, Read's Avenue, Blackpool, , United Kingdom, North West, FY14DG",0,504,977
"The Big Blue Hotel, 1 Clifton Drive Pleasure Beach Resort Lancashire Blackpool Lancashire, North West, FY41ND","Scala Hotel, 22, Clifton Drive, Blackpool, , United Kingdom, North West, FY41NX",0,627,160
"Royal Exeter Hotel, Exeter Road Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25AG","The Hermitage Hotel, Exeter Road, Bournemouth, Christchurch and Poole, South West, BH25AH",0,2895,1466
"Martins, 26 King Edward Avenue ; 26 King Edward Avenue ;, Blackpool, North West, FY29TA","The Alpha, 9, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TD",0,251,848
"The Butterfly Hotel, 32 Charnley Road Blackpool, North West, FY14PF","The Fairhaven Hotel, 7-9, Charnley Road, Blackpool, , United Kingdom, North West, FY14PE",0,84,378
"Fairmont Hotel, 40 King Edward Avenue Blackpool, North West, FY29TA","Northcrest, 22, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TD",0,554,3385
"Woodlands Park Hotel, Woodlands Lane Stoke D'abernon Stoke D'Abernon CobhamSurrey, Elmbridge, South East, KT113QB","Woodlands Park Hotel, Woodlands Lane, Stoke D'abernon, Cobham,, , United Kingdom, Elmbridge, South East, KT113QB",1,974,974
"Belmont Yourapartment, Baldwin Street, Bristol, City of, South West, BS11RU","Radisson Hotel Blu, Broad Quay, Bristol, Bristol, City of, South West, BS14BY",0,3215,899
"Red Lion Hotel - Inn, Bredwardine Nr Hay-on-WyeHerefordshire, Herefordshire, County of, West Midlands, HR36BU","Red Lion, Herefordshire, County of, West Midlands, HR36BU",0,1640,2080
"Rioshouse Henley, 38 Hart Street Henley On Thames, South Oxfordshire, South East, RG92AU","The Catherine Wheel, 7-15, Hart Street, Henley-on-Thames, , GB, South Oxfordshire, South East, RG92AR",0,547,2698
"Hill Park Hotel, 10 Heath Road Rosyth Rosyth, Fife, KY112BT","Hillpark Hotel, 10, Heath Road, Rosyth, , GB, Fife, KY112BT",1,48,48
"North Beach Apartments, 184 The Promenade Blackpool, North West, FY11RJ","Britannia Grand Metropole Hotel, Promenade, Blackpool, North West, FY11RQ",0,1077,3348
"Ebor Lodge, 71 Royal Parade Eastbourne, South East, BN227AQ","The Langham Hotel, 43-49, Royal Parade, Eastbourne, South East, BN227AH",0,3902,1131
"The Crown Hotel, Times Square 545 King Street Longton LongtonStoke on TrentStaffordshire, Stoke-on-Trent, West Midlands, ST31HD","The Crown Hotel, 545, King Street, Stoke-on-Trent, West Midlands, ST31HD",1,1723,1723
"Prom Hotel, 77 Marine Parade Great YarmouthNorfolk, East of England, NR302DH","The Prom Hotel, 76-77, Marine Parade, Great Yarmouth, East of England, NR302DH",1,828,828
"Townhouse Exeter, 54 St Davids Hill Exeter, South West, EX44DT","Oakcliffe Hotel, 73, St Davids Hill, Exeter, , United Kingdom, South West, EX44DW",0,3545,517
"The Scala, 22 Clifton Drive Blackpool, North West, FY41NX","The Crosby Hotel, 59, Clifton Drive, Blackpool, , United Kingdom, North West, FY41TH",0,160,1060
"Trevaslodge Families Only, 3 Vance Road, Blackpool, North West, FY14QD","The Mount Mellory Hotel, 3, Hull Road, Blackpool, North West, FY14QB",0,2441,2651
"La Suite West Hyde Park, 41 - 51 Inverness Terrace London, Westminster, W23JN","New Dawn Hotel, 95, Inverness Terrace, London, Westminster, W23JU",0,3070,1463
"The Bell Pub Grimston, 1 Massingham Road Massingham Road, King's Lynn and West Norfolk, East of England, PE321BD","The Old Bell, 1, Gayton Road, King's Lynn, , GB, King's Lynn and West Norfolk, East of England, PE321BG",0,3130,3514
"The Heritage Hotel, Shedden Hill  TorquayDevon, Torbay, South West, TQ25TY","Heritage Hotel, Torquay, Torbay, South West, TQ25TY",1,1418,1418
"Premier Inn Basildon, Felmores East Mayne East MayneBasildonEssex, East of England, SS131BW","Premier Inn, East Mayne, Basildon, , United Kingdom, East of England, SS131BW",1,2011,2011
"New Beach Hotel, 67 Marine Parade Great Yarmouth, East of England, NR302EJ","New Beach Hotel, 67, Marine Parade, Great Yarmouth, East of England, NR302EJ",1,1599,1599
"Brighton Metro Pad, 122A Kings Road Brighton, Brighton and Hove, South East, BN12FA","Granville, 123-125, Kings Road, Brighton, BN12FY",0,2882,3368
"Hardwick Arms Hotel, 1 North End Sedgefield, County Durham, North East, TS212AZ","The Hardwick Arms, 1, North End, Stockton-on-Tees, County Durham, North East, TS212AZ",1,610,610
"Smart Hotel Guest house, 1A King Edward Avenue Blackpool, North West, FY29TD","Number 42, 42, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0,3721,554
"The Queens Hotel, 24 Commercial Street LerwickShetland Islands, ZE10AB","Queens Hotel, 24, Commercial Street, Shetland, , United Kingdom, Shetland Islands, ZE10AB",1,1340,1340
"DoubleTree by Hilton Glasgow Westerwood Spa & Golf Resort, 1 St Andrews Drive Cumbernauld Cumbernauld, North Lanarkshire, G680EW","DoubleTree by Hilton Glasgow Westerwood Spa & Golf Resort, 1, St Andrews Drive, Glasgow, North Lanarkshire, G680EW",1,1636,1636
"Threadneedles Autograph Collection, 5 Threadneedle Street London, City of London, EC2R8AY","Threadneedles Hotel, 5, Threadneedle Street, London, City of London, EC2R8AY",1,1154,1154
"The Catherine Wheel Hotel, 7-15 Hart Street Henley-on-ThamesOxfordshire, South Oxfordshire, South East, RG92AR","The Catherine Wheel, 7-15, Hart Street, Henley-on-Thames, , GB, South Oxfordshire, South East, RG92AR",1,2698,2698
"Baxter Holiday Apartments, 37 Charnley Road, Blackpool, North West, FY14PE","The Helmshore, 24-28, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0,2420,84
"Palace Court Hotel, 64-65 Princess Square  London, Westminster, W24PX","The Premier Notting Hill, 5-7, Prince's Square, London, Westminster, W24NP",0,1915,2732
"Globe Inn, Lower Gungate TamworthStaffordshire, West Midlands, B797AT","The Globe Inn, Lower Gungate, Tamworth, West Midlands, B797AT",1,850,850
"Abc Hyde Park Hotel, 121 Sussex Gardens Paddington LondonWestminster, W22RU","Shaftesbury Metropolis London Hyde Park, 78-84, Sussex Gardens",0,2870,1106
