orig_indexA,orig_indexB,addressA,addressB,score,Equal
35527,6960,"The Rest, 55a Steep Hill Lincoln, East Midlands, LN21LT","The Rest, 55a, Steep Hill, Lincoln, East Midlands, LN21LR",0.7,yes
35640,8483,"Star & Garter Hotel, 1 High Port LinlithgowScotland, West Lothian, EH497AB","Star & Garter, 1, High Street, Linlithgow, West Lothian, EH497AB",0.7154,yes
35644,7039,"West Port Hotel, 18-20 West Port LinlithgowScotland, West Lothian, EH497AZ","West Port Hotel, 18-20, West Port, Linlithgow, West Lothian, EH497AZ",0.7846,yes
35838,7049,"Travelodge Liverpool Central Exchange Street, 38 Exchange Street East 38 Liverpool, North West, L23PS","Travelodge Liverpool Central Exchange Street, 38, Exchange Street East, Liverpool, North West, L23PS",0.7684,yes
35863,6279,"Village Hotel Wirral, Pool Lane Bromborough Pool Wirral Bromborough, North West, CH624UE","The Village, Village Urban Resort, Pool Lane, Port Sunlight, Wirral, North West, CH624UE",0.6558,yes
35986,1513,"Royal Oak Premier Travel Inn, High Street Bromborough Cross Bromborough CrossBromborough, Wirral, North West, CH627EZ","The Royal Oak Hotel, High Street, Wirral, Merseyside, , United Kingdom, North West, CH627EZ",0.6957,yes
35992,48,"The Grove House Hotel, Grove Road WallaseyMerseyside, Wirral, North West, CH453HF","Grove House Hotel, 45, Grove Road, Wallasey, , United Kingdom, Wirral, North West, CH453HF",0.7538,yes
36129,107,"Green Park Hotel, 4-6 Greenbank Drive Liverpool, North West, L171AW","Green Park Hotel, Ullet Road, Liverpool, , United Kingdom, North West, L171AW",0.672,yes
36173,9993,"The Pied Bull Hotel, 54 High Street Newton-Le-Willows, St. Helens, North West, WA129SH","The Pied Bull Hotel, 54, High Street, Newton-le-Willows, St. Helens, North West, WA129SH",0.7,yes
36554,3034,"The Alexandra Hotel, 11 Clonmel Street Llandudno Conwy County Boou, LL302LE","The New Alexandra Hotel, 11, Clonmel Street, Llandudno, , United Kingdom, Conwy, LL302LE",0.7,yes
36590,2887,"Karden House, 16 Charlton Street Llandudno ConwyNorth Wales, LL302AB","Karden House, 16, Charlton Street, Llandudno, , GB, Conwy, LL302AA",0.7,yes
36591,2868,"The Central Hotel, 12 Mostyn Crescent Llandudno, Conwy, LL301AR","Central Hotel, 11-12, Mostyn Crescent, Llandudno, , GB, Conwy, LL301AR",0.7,yes
36607,9289,"The Chelsea 67 Church Walks Llandudno Conwy, LL302HG","Chelsea Hotel, 67, Church Walks, Llandudno, , GB, Conwy, LL302HG",0.7,yes
36608,9470,"The Clovelly, 13 South Parade Conwy Llandudno Conwy, LL302LN","The Clovelly, 13, South Parade, Llandudno, , GB, Conwy, LL302LN",0.6878,yes
36609,9662,"The Llandudno hotel, 10 Church Walks Llandudno Conwy, LL302HG","The Llandudno Hotel, 10, Church Walks, Llandudno, , GB, Conwy, LL302HG",0.7,yes
36632,7285,"Wildings Hotel, 14 North Parade Llandudno, Conwy, LL302LP","St Tudno, 14, North Parade, Llandudno, , GB, Conwy, LL302LP",0.7,yes
36632,7297,"Wildings Hotel, 14 North Parade Llandudno, Conwy, LL302LP","The Wildings Hotel, 14, North Parade, Llandudno, , GB, Conwy, LL302LP",0.7,yes
36638,2894,"Whitefriars Hotel, 10 Abbey Road Llandudno Conwy, LL302EA","Whitefriars Hotel, 10, Abbey Road, Llandudno, , GB, Conwy, LL302EA",0.7,yes
36663,7284,"Belmont Llandudno, Belmont 21 North Parade Llandudno, Conwy, LL302LP","Belmont Hotel, 21, North Parade, Llandudno, , GB, Conwy, LL302LP",0.6808,yes
36669,7294,"Lawton Court Hotel, 11-13 North Parade Llandudno, Conwy, LL302LP","Lauriston Court Hotel, 11-13, North Parade, Llandudno, , GB, Conwy, LL302LP",0.7,yes
36681,2882,"Bromwell Court, 6 Craig-Y-Don Parade Llandudno Conwy, LL301BG","Bromwell Court Hotel, 6, Craig Y Don Parade, Llandudno, , GB, Conwy, LL301BG",0.7,yes
36694,2895,"Annan Hotel, 1 Abbey Road Llandudno, Conwy, LL302EA","Annan Hotel, 1, Abbey Road, Llandudno, , GB, Conwy, LL302EA",0.7,yes
36763,5430,"Miramar, 158 Station Road LlanelliDyfed, Carmarthenshire, SA151YU","Hotel Miramar, 158, Station Road, Carmarthenshire, SA151YU",0.78,yes
36834,1109,"Wild Pheasant Hotel & Spa, BW Signature Collection, Berwyn Road Llangollen Denbighshire, LL208AD","The Wild Pheasant Hotel & Spa, Berwyn Street, Llangollen, , GB, Denbighshire, LL208AD",0.7438,yes
37095,9491,"The Mill Forge, Kirkpatrick Fleming Gretna GreenLockerbie, Dumfries and Galloway, DG113BQ","The Mill Forge, Dumfries and Galloway, DG113BQ",0.7754,yes
37132,4091,"Royal Cambridge Hotel, 124-126 Sussex Gardens London, Westminster, W21UB","Royal Cambridge Hotel, 124-126, Sussex Gardens, London",0.7,yes
37135,11303,"Novotel London West, 1 Shortlands Hammersmith Hammersmith International CentreHammersmithLondon, Hammersmith and Fulham, W68DR","Novotel London West, 1, Shortlands, London, Hammersmith and Fulham, W68DR",0.7528,yes
37147,252,"Thistle Bloomsbury Park, 126 Southampton Row London, Camden, WC1B5AD","Bloomsbury Park Hotel, 126, Southampton Row, London, , United Kingdom, Camden, WC1B5AD",0.7,yes
37165,4089,"The Nayland, 132-134 Sussex Gardens London, Westminster, W21UB","Nayland Hotel, 132-134, Sussex Gardens, London",0.6955,yes
37172,1786,"Doubletree By Hilton London Chelsea, Imperial Road Imperial Wharf Imperial WharfLondon, Hammersmith and Fulham, SW62GA","DoubleTree by Hilton Hotel London - Chelsea, Imperial Road, Imperial Wharf, London, , GB, Hammersmith and Fulham, SW62GA",0.7182,yes
37192,9156,"Washington Mayfair Hotel, 5 Curzon Street Mayfair MayfairLondon, Westminster, W1J5HE","The Washington Mayfair Hotel, 5, Curzon Street",0.7,yes
37195,5298,"AKA Marylebone, 5 Bentinck St Marylebone London  Uk MaryleboneLondon, Westminster, W1U2EG","AKA Marylebone, 5, Bentinck Street, London, Westminster, W1U2EG",0.6538,yes
37202,4529,"Hilton London Bankside, 2-8 Great Suffolk Street London, Southwark, SE10UG","Hilton London Bankside, 2-8, Great Suffolk Street, London, , GB, Southwark, SE10UG",0.7,yes
37213,2099,"Premier Inn London Ruislip, Ickenham Road RuislipMiddlesex, Hillingdon, London, HA47DR","Premier Inn, Ickenham Road, Ruislip, , United Kingdom, Hillingdon, London, HA47DR",0.7814,yes
37226,3828,"Sheraton Skyline Hotel London Heathrow, Heathrow Airport Bath Road Bath RoadHayes, Hillingdon, London, UB35BP","Sheraton Skyline, Bath Road, Hayes, , GB, Hillingdon, London, UB35BP",0.6651,yes
37232,3832,"Leonardo Hotel London Heathrow, Sipson Way Bath Road SipsonWest Drayton, Hillingdon, London, UB70DP","Leonardo Hotel London Heathrow Airport, Bath Road, West Drayton, Hillingdon, UB70DP",0.6585,yes
37234,11155,"Renaissance London Heathrow Hotel, Bath Road Heathrow Hounslow, Hillingdon, London, TW62AQ","Renaissance London Heathrow Hotel, Bath Road, Hounslow, Hillingdon, TW62AQ",0.7877,yes
37240,2740,"Holiday Inn Express London Victoria, 106 110 Belgrave Road London, Westminster, SW1V2BJ","Holiday Inn Express, 106-110, Belgrave Road, London, , United Kingdom, Westminster, SW1V2BQ",0.7,yes
37243,4890,"Premier Inn London Hampstead, 215 Haverstock Hill HampsteadLondon, Camden, NW34RB","Premier Inn, Haverstock Hill, London, Camden, NW34RB",0.6957,yes
37246,8803,"Millennium Hotel London Knightsbridge, 17 Sloane Street Knightsbridge  London, Kensington and Chelsea, SW1X9NU","Millennium Hotel London Knightsbridge, 17, Sloane Street",0.7,yes
37254,9155,"Kensington Court Hotel Notting Hill, 4 Princes Square Bayswater London, Westminster, W24NP","Kensington Court Hotel Notting Hill, 4, Prince's Square, London, , GB, Westminster, W24NP",0.6897,yes
37260,4101,"Rhodes Hotel, 195 Sussex Gardens London Hyde Park, Westminster, W22RJ","Rhodes Hotel, 195, Sussex Gardens, London",0.7,yes
37262,6843,"Holly House Hotel, 20 Hugh Street Victoria  London London Victoria, Westminster, SW1V1RP","Holly House Hotel, 20, Hugh Street, London, Westminster, SW1V1RP",0.7,yes
37267,6417,"Tony's House, 30 Norfolk Square Paddington London, Westminster, W21RS","Tony's House Hotel, 30, Norfolk Square, London, , GB, Westminster, W21RS",0.7,yes
37268,1933,"mk hotel london, 317 Putney Bridge Road London, SW152PN","mk Hotel London, 317, Putney Bridge Road, London, , United Kingdom, Wandsworth, SW152PG",0.7,yes
37285,1848,"Sanctum Soho Hotel, 20 Warwick Street Soho London Soho, Westminster, W1B5NF","Sanctum Soho Hotel, 20, Warwick Street, City of Westminster, , United Kingdom, London, W1B5NA",0.7,yes
37297,8458,"The Justin James Hotel, 43 Worple Road London Wimbledon, Merton, SW194JZ","Justin James Hotel, 43, Worple Road, London, , GB, Merton, SW194JZ",0.7,yes
37303,9815,"The Coronation Hotel, 59 Nevern Square Earls Court London Earls Court, Kensington and Chelsea, SW59PN","Coronation Hotel, 59, Nevern Square",0.7,yes
37304,5991,"Club Quarters Hotel Covent Garden Holborn, 61 Lincoln (Near Covent Garden)London, Camden, WC2A3JW","Club Quarters, 61-62, Lincoln's Inn Fields, London, Camden, WC2A3JW",0.6692,yes
37323,11138,"Rosewood London, 252 High Holborn London, Camden, WC1V7EN","Rosewood London, 252, High Holborn, London, , GB, Camden, WC1V7EN",0.7,yes
37334,49,"Doubletree by Hilton London Marble Arch, 4 Bryanston Street  London, Westminster, W1H7BY","DoubleTree by Hilton Hotel London - Marble Arch, 4, Bryanston Street, London, , United Kingdom, Westminster, W1H7BY",0.7,yes
37335,7139,"Oxford Hotel, 16-18 & 24 Penywern Road Earls Court Earls Court London, Kensington and Chelsea, SW59ST","Oxford Hotel, 24, Penywern Road",0.7,yes
37345,686,"York & Albany, 127-129 Parkway London, Camden, NW17PS","York & Albany, 127-129, Parkway, London, , United Kingdom, Camden, NW17PS",0.7,yes
37358,1881,"The Melville Hotel, 38-39 Argyle Square London, Camden, WC1H8AL","The Melville Hotel, 38-39, Argyle Square, London, , United Kingdom, Camden, WC1H8AL",0.7,yes
37362,266,"Holiday Inn London Camden Lock, 30 Jamestown Road  London, Camden, NW17BY","Holiday Inn London - Camden Lock, Sulfolk Walk, London, , United Kingdom, NW17BY",0.7105,yes
37370,3992,"Holiday Inn Express London Chingford, Walthamstow Avenue Chingford London, Waltham Forest, E48ST","Holiday Inn Express, 5, Walthamstow Avenue, London, Waltham Forest, E48ST",0.7157,yes
37373,1000,"Holiday Inn Express Southwark, 103-109 Southwark Street  London, SE10JQ","Holiday Inn Express, 103-109, Southwark street, London, , United Kingdom, SE10JF",0.7,yes
37378,4923,"Holiday Inn Express London Stratford, 196 High Street London, Newham, E152NE","Holiday Inn Express - Stratford, 196, High Street, London, , GB, Newham, E152NE",0.7,yes
37388,4563,"Garden View Hotel, 29 31 Nevern Square Earls Court London, Kensington and Chelsea, SW59PE","Garden View Hotel, 29-31, Nevern Square",0.7,yes
37391,6857,"Premier Inn London Harrow, Kenton Road KentonMiddlesex, Harrow, London, HA38AT","Premier Inn, Kenton Road, Harrow, London, HA38AT",0.7716,yes
37396,4028,"Grange Langham Court Hotel, 31-35 Langham Street London, Westminster, W1W6BU","The Langham Court Hotel, 31-35, Langham Street, London, GB",0.7,yes
37403,200,"Luna And Simone Hotel, 47 49 Belgrave Rd Victoria London, Westminster, SW1V2BB","Luna Simone Hotel, 49, Belgrave Road, London, , United Kingdom, Westminster, SW1V2BB",0.675,yes
37410,4882,"Thistle Kensington Gardens, 104 Bayswater Road London, Westminster, W23HL","Thistle Kensington Gardens, 104, Bayswater Road, London",0.7,yes
37436,4790,"Point A Hotel London Kings Cross St Pancras, 324 Gray's Inn Road Kings CrossLondon, Camden, WC1X8BU","Point A King's Cross, 324, Gray's Inn Road, London, Camden, WC1X8BU",0.7137,yes
37460,4559,"Columbia, 95-99 Lancaster Gate  London, Westminster, W23NS","Columbia Hotel, 95-99, Lancaster Gate, London",0.7,yes
37465,6840,"Stanley House, 19/21 Belgrave Road VictoriaLondon, Westminster, SW1V1RB","Stanley House, 19-21, Belgrave Road, London, Westminster, SW1V1RB",0.7772,yes
37465,6841,"Stanley House, 19/21 Belgrave Road VictoriaLondon, Westminster, SW1V1RB","Beverley Hotel, 13, Belgrave Road, London, Westminster, SW1V1RB",0.6902,yes
37470,5404,"Hilton London Croydon, 101 Waddon Way Purley Way Croydon Purley WayCroydon, London, CR94HH","Hilton London Croydon, 101, Waddon Way, Croydon, CR94HH",0.7786,yes
37475,4518,"Travelodge London Liverpool Street, HARROW PLACE, 1 LONDON, City of London, E17DB","Travelodge London Liverpool Street, 1, Harrow Place, London, City of London, E17DB",0.7333,yes
37509,5896,"Covent Garden Hotel Firmdale Hotels, 10 Monmouth Street Covent GardenLondon, Camden, WC2H9HB","Covent Garden Hotel, 10, Monmouth Street, London, Camden, WC2H9HB",0.78,yes
37518,6229,"Lensbury Resort, Broom Road TeddingtonMiddlesex, Richmond upon Thames, London, TW119NU","The Lensbury, Broom Road, Teddington, Richmond upon Thames, London, TW119NU",0.75,yes
37538,1094,"Travelodge London Whetstone, 1446 High Road Whetstone, Barnet, London, N209BS","Travelodge London Whetstone, 1446, High Road, London, , United Kingdom, Barnet, N209BS",0.7,yes
37540,8319,"Wimbledon Hotel, 78 Worple Road WimbledonLondon, Merton, SW194HZ","The Wimbledon Hotel, 78, Worple Road, London, Merton, SW194HZ",0.7737,yes
37543,3517,"Queens Drive, 169 Queens Drive London, Hackney, N42AP","Queen's Drive Hotel, 169, Queen's Drive, London, , United Kingdom, Hackney, N42AR",0.688,yes
37544,11180,"Grosvenor House Suites, Park Lane (corner of Mount Street), Westminster, London, W1K7TN","Grosvenor House Hotel, 90, Park Lane, London, Westminster, W1K7TN",0.7317,yes
37545,11179,"Hilton London Wembley, Lakeside Way WembleyLondon, Brent, HA90BU","Hilton London Wembley, Lakeside Way, Wembley, Brent, HA90BU",0.6892,yes
37550,6070,"Hilton Garden Inn London Heathrow Airport, Eastern Perimeter Road Hatton Cross Hatton Cross, Heathrow Hatton CrossLondonHeathrow, Hillingdon, TW62SQ","Hilton Garden Inn London Heathrow Airport, Eastern Perimeter Road, Hatton Cross, London Borough of Hounslow, Hillingdon, TW62SQ",0.765,yes
37559,3811,"Dorsett Shepherds Bush, 58 Shepherds Bush Green London, Hammersmith and Fulham, W128QE","Dorsett Shepherds Bush London, 58, Shepherds Bush Green",0.7,yes
37585,3851,"Ibis Styles London Excel, Victoria Dock Road 272 London, Newham, E163BY","Hotel ibis Styles London Excel, 272-283, Victoria Dock Road, London, Newham, E163BY",0.7298,yes
37596,5614,"The Hoxton Shoreditch, 81 Great Eastern Street London, Hackney, EC2A3HU","The Hoxton, 81, Great Eastern Street, London, , GB, Hackney, EC2A3HU",0.7,yes
37599,202,"Best Western Plus Epping Forest, 30 Oak Hill Woodford GreenLondon, Waltham Forest, IG89NY","Best Western Plus Epping Forest, 30, Oak Hill, Woodford Green, , GB, Waltham Forest, London, IG89NY",0.7297,yes
37605,1078,"Ambassadors Bloomsbury, 12 Upper Woburn Place London, Camden, WC1H0HX","Ambassadors Bloomsbury, 12, Upper Woburn Place, London, , United Kingdom, Camden, WC1H0HX",0.7,yes
37623,248,"Hyatt Regency London The Churchill, 30 Portman Square  London, Westminster, W1H7BH","The Churchill, 30, Portman Square, London, , United Kingdom, Westminster, W1H7BH",0.7,yes
37628,5516,"Premier Inn London Kensington Olympia, West Cromwell Road, 22 - 32 LONDON, Kensington and Chelsea, SW59QJ","Premier Inn London Kensington (Olympia), 22-32, West Cromwell Road, London, Kensington and Chelsea, SW59QJ",0.675,yes
37653,3797,"Holiday Inn London Bloomsbury, Coram Street Russell Square London, Camden, WC1N1HT","Holiday Inn, Bloomsbury, Coram Street, London, Camden, WC1N1HT",0.7846,yes
37656,4142,"Crowne Plaza London Kings Cross, 1 Kings Cross Road London, Camden, WC1X9HX","Crowne Plaza King's Cross, 1, King's Cross Road, London, Camden, WC1X9HX",0.7875,yes
37657,3998,"Holiday Inn London Mayfair, 3 Berkeley Street London, W1J8NE","1 Hotel Mayfair, 3, Berkeley Street, London, Westminster, W1J8DL",0.7,yes
37664,5571,"DoubleTree by Hilton Hotel London Hyde Park, 150 Bayswater Road London, Westminster, W24RT","DoubleTree by Hilton Hotel London - Hyde Park, 150, Bayswater Road, London, , GB, Westminster, W24RT",0.7,yes
37668,186,"DoubleTree by Hilton London Angel Kings Cross, 60 Pentonville Road Islington London, N19LA","DoubleTree by Hilton London Angel Kings Cross, 60, Pentonville Road, London, , GB, Islington, N19LA",0.7,yes
37670,7847,"Conrad London St James, 22-28 Broadway London, Westminster, SW1H0BH","Conrad London St. James, 22-28, Broadway, London, , GB, Westminster, SW1H0BH",0.7,yes
37683,9801,"London Lodge Hotel, 134-136 Lexham Gardens KensingtonLondon, Kensington and Chelsea, W86JE","London Lodge Hotel, 134-136, Lexham Gardens",0.7,yes
37689,5245,"Mandarin Oriental Hyde Park London, 66 Knightsbridge  London, Westminster, SW1X7LA","Mandarin Oriental Hyde Park, 66, Knightsbridge, London, , GB, Westminster, SW1X7LA",0.7,yes
37708,4679,"Park Grand Paddington Court, 27 Devonshire Terrace Paddington Paddingto London, NW23DP","Park Grand Paddington Court, 27, Devonshire Terrace, London, Westminster, W23QA",0.7,yes
37713,7434,"London Hilton on Park Lane, 22 Park Lane  London, Westminster, W1K1BE","London Hilton on Park Lane, 22, Park Lane, London, , GB, Westminster, W1K1BE",0.6897,yes
37717,3588,"Thistle Piccadilly, 39 Coventry Street  London, Westminster, W1D6BZ","Thistle Piccadilly Hotel, 39, Coventry Street, City of Westminster, , United Kingdom, London, W1D7AG",0.7,yes
37725,3889,"Radisson Blu Edwardian Bloomsbury Street Hotel, London, 9-13 Bloomsbury Street, Nr Covent Garden London, Camden, WC1B3QD","Radisson Blu Edwardian Bloomsbury Street Hotel, 9, Bloomsbury Street, London, Camden, WC1B3QD",0.7757,yes
37740,1741,"The Royal Horseguards, 2 Whitehall Court  London, Westminster, SW1A2EJ","The Royal Horseguards Hotel, London, 2, Whitehall Court, London, , United Kingdom, Westminster, SW1A2EJ",0.7,yes
37744,8505,"Rushmore Hotel, 11 Trebovir Road Earls Court London, Kensington and Chelsea, SW59LS","Rushmore Hotel, 11, Trebovir Road",0.7,yes
37749,9236,"Sanderson, 50 Berners Street  London, Westminster, W1T3NG","Sanderson Hotel, 50, Berners Street, London, Westminster, W1T3NF",0.7,yes
37750,11258,"Park Grand London Hyde Park, 78 - 82 Westbourne Terrace Paddington PaddingtonLondon, Westminster, W26QA","Park Grand London Hyde Park, 78-82, Westbourne Terrace",0.7,yes
37761,8805,"Rose And Crown Hotel, 55 High Street WimbledonVillageLondon, Merton, SW195BA","The Rose and Crown, 55, High Street, London, Merton, SW195BA",0.7467,yes
37766,3946,"St Martins Lane, 45 St Martin's Lane London, Westminster, WC2N4HX","St Martins Lane Hotel, 45, St. Martin's Lane, London, Westminster, WC2N4HX",0.7882,yes
37769,5121,"Sydney House Chelsea, 9-11 Sydney Street Chelsea ChelseaLondon, Kensington and Chelsea, SW36PU","Sydney House Chelsea, 9-11, Sydney Street, London, Kensington and Chelsea, SW36PU",0.7625,yes
37777,11255,"The Darlington Hyde Park, 111 117 Sussex Gardens Paddington Paddingto London, NW22RU","The Darlington Hyde Park, 111-117, Sussex Gardens, London",0.7,yes
37792,4980,"Ibis London Earls Court, 47 Lillie Road Earl's Court Earl's CourtLondon, Hammersmith and Fulham, SW61UD","Hotel Ibis London Earls Court, 47, Lillie Road, London, Hammersmith and Fulham, SW61UD",0.7217,yes
37803,5424,"The Clermont London, Victoria, 101 Buckingham Palace Road London, Westminster, SW1W0SJ","The Clermont Victoria, 101, Buckingham Palace Road, London",0.7,yes
37817,6370,"Premier Inn London Hammersmith, 255 King Street HammersmithLondon, Hammersmith and Fulham, W69LU","Premier Inn, 255, King Street, London, Hammersmith and Fulham, W69LU",0.765,yes
37824,2103,"Mercure London Bloomsbury, 130-134 Southampton Row London, Camden, WC1B5AF","Mercure London Bloomsbury, 130-134, Southampton Row, London, , United Kingdom, Camden, WC1B5AF",0.7,yes
37829,9819,"London Court Hotel, 194-196 Earls Court Road KensingtonLondon, Kensington and Chelsea, SW59QF","London Court Hotel, 194-196, Earl's Court Road, London, Kensington and Chelsea, SW59QF",0.78,yes
37835,718,"Premier Inn London Victoria, 82 83 Eccleston Square Off 55 Gillingham Street Off 55 Gillingham StreetLondon Victoria, SW1V1PS","Premier Inn London Victoria, 82-83, Eccleston Square, London, , United Kingdom, SW1V1PS",0.7,yes
37836,9640,"London House, 81 Kensington Gardens Square Bayswater BayswaterWest London, Westminster, W24DJ","London House Hotel, 81, Kensington Gardens Square",0.7,yes
37843,7902,"DoubleTree by Hilton London Heathrow Airport, 745 Bath Road Heathrow Cranford HeathrowCranford, Hounslow, London, TW59QE","DoubleTree by Hilton Hotel London Heathrow Airport, 745, Bath Road, Hounslow, , GB, TW59QE",0.7019,yes
37847,9542,"Hilton London Paddington, 146 Praed Street Paddington London, Westminster, W21EE","Hilton London Paddington, 146, Praed Street, London",0.7,yes
37854,1742,"Hampton by Hilton London Waterloo, 157 Waterloo Road South Bank London, Lambeth, SE18XA","Hampton by Hilton London Waterloo, 157, Waterloo Road, London, , United Kingdom, Lambeth, SE18XA",0.7,yes
37858,7392,"London Marriott Hotel Canary Wharf, 22 Hertsmere Road Canary WharfLondon, Tower Hamlets, E144ED","Marriott Executive Apartments, 22, Hertsmere Road, London, Tower Hamlets, E144ED",0.7787,yes
37861,8800,"Fairway Hotel, 13/15 Argyle Street King's Cross King's CrossLondon, Camden, WC1H8EJ","Fairway Hotel, 13-15, Argyle Street, London, Camden, WC1H8EJ",0.7345,yes
37872,6994,"The Westbourne Hyde Park, 51 Gloucester Terrace London, Westminster, W23DQ","The Westbourne Hyde Park, 51, Gloucester Terrace, London",0.7,yes
37892,8197,"Fitzroylondon, 41 Fitzroy Street London, Camden, W1T6DZ","Fitzroy Hotel, 41, Fitzroy Street, London",0.7,yes
37908,3993,"The Leonard Hotel, 15 Seymour Street London, Westminster, W1H7JW","The Leonard Hotel, 15, Seymour Street, London, GB",0.7,yes
37934,8831,"The Grapevine Hotel, 117 Warwick Way London, Westminster, SW1V4HT","The Grapevine Hotel, 117, Warwick Way, London",0.7,yes
37957,10903,"Homestay Hotel, Bulstrode Road Hounslow Middlesex 2 HounslowMiddlesex, London, TW33AT","Homestay, 2, Bulstrode Road, Hounslow, London, TW33AT",0.7968,yes
37958,6998,"The Foley, 106 Hare Lane Claygate ClaygateSurrey, Elmbridge, South East, KT100LZ","The Foley, 106, Hare Lane, Claygate, Elmbridge, South East, KT100LZ",0.7286,yes
37959,11184,"Premier Inn Heathrow Airport, 15 Bath Road HounslowMiddlesex, Hillingdon, London, TW62AB","Premier Inn London Heathrow Airport T2 & T3 (Bath Road), 15, Bath Road, Hounslow, Hillingdon, TW62AB",0.6592,yes
37962,289,"Travelodge London Central City Road, 1-23 City Road London, Islington, EC1Y1AG","Travelodge, 1-23, City Road, London, , United Kingdom, Islington, EC1Y1AG",0.7,yes
37966,7696,"Comfort Inn Edgware Road, 450 Edgware Road London, Westminster, W21EG","Comfort Inn, 450, Edgware Road, London, , GB, Westminster, W21EG",0.7,yes
37981,3698,"Maida Vale Aparthotel, 34A-36 Kilburn High Road London, Camden, NW65UA","Maida Vale Aparthotel, 34a-36, Kilburn High Road, London, , United Kingdom, Camden, NW65UA",0.7,yes
37988,9854,"K Hotel Kensington, Courtfield Gardens 131 137 Cromwell Rd Kensington KensingtonLondon, Kensington and Chelsea, SW74DW","K Hotel Kensington, 131-137, Cromwell Road",0.675,yes
38002,6251,"Travelodge London Croydon Central Hotel, Norfolk House Wellesley Road Wellesley RoadCroydon, London, CR01LH","Travelodge Croydon Central, Wellesley Road, Croydon, London, CR01LH",0.768,yes
38003,386,"Park Plaza County Hall London, 1 Addington Street London, Lambeth, SE17RY","Park Plaza County Hall London, 1, Addington Street, London, , United Kingdom, Lambeth, SE17RY",0.7,yes
38018,2071,"The Hoxton Holborn, 199-206 High Holborn London, Camden, WC1V7BD","The Hoxton, 199-206, High Holborn, London, , United Kingdom, Camden, WC1V7BD",0.7,yes
38022,8847,"Hotel 41, 41 Buckingham Palace Road London, Westminster, SW1W0PS","41 Hotel, 41, Buckingham Palace Road, London, , GB, Westminster, SW1W0PP",0.7,yes
38029,9567,"Ascot Hyde Park Hotel, 11 Craven Road Paddington PaddingtonLondon, Westminster, W23BP","Ascot Hyde Park Hotel, 11, Craven Road",0.7,yes
38040,6869,"Croydon Court, LONDON ROAD, 601 LONDON, CR76AY","Croydon Court Hotel, 597-603, London Road, Thornton Heath, CR76AY",0.7538,yes
38049,3518,"Best Western London Highbury, 374 Seven Sisters Road London, Hackney, N42PG","Best Western Highbury, 374, Seven Sisters Road, London, , United Kingdom, Hackney, N42PG",0.7,yes
38066,7413,"The Mitre Hotel, Hampton Court Road Surrey Hampton CourtSurrey, Richmond upon Thames, London, KT89BN","Mitre Hotel, Hampton Court Road, Richmond upon Thames, London, KT89BN",0.7714,yes
38070,6073,"Ramada London Finchley, 3 Leisure Way High Road Finchley High RoadFinchleyLondon, Barnet, N120QZ","Ramada London Finchley, 3, Leisure Way, London, Barnet, N120QZ",0.7015,yes
38081,4021,"Holiday Inn London Bexley, Black Prince Interchange Southwold Road Bexley, London, DA51ND","Holiday Inn, Southwold Road, Bexleyheath, Kent, , GB, London, DA51ND",0.7585,yes
38088,3787,"Park Plaza Westminster Bridge London, 200 Westminster Bridge Road London, Lambeth, SE17UT","Park Plaza Westminster Bridge, 200, Westminster Bridge Road, London, , United Kingdom, Lambeth, SE17UT",0.6933,yes
38098,4445,"Best Western London Peckham Hotel, 110 Peckham Road London, Southwark, SE155EU","Best Western London Peckham Hotel, 110, Peckham Road, London",0.6923,yes
38100,5246,"The Portobello Hotel, 22 Stanley Gardens Londo, NW112NG","The Portobello Hotel, 22, Stanley Gardens",0.65,yes
38120,10259,"Comfotel Blu, 114 Shepherds Bush Road London, Hammersmith and Fulham, W67PD","Comfotel Blu, 114, Shepherds Bush Road, London, GB",0.7,yes
38133,6418,"Tudor Court Hotel, 10 12 Norfolk Square Paddington LondonGreater London, Westminster, W21RS","Tudor Court Hotel, 10-12, Norfolk Square",0.7,yes
38137,2741,"St. George's Pimlico, 107 & 115 St. George's Drive London, Westminster, SW1V4DA","St. George's Pimlico, 115, St George's Drive, London, , United Kingdom, Westminster, SW1V4BX",0.7,yes
38140,2749,"Lord Milner, 111 Ebury Street London, Westminster, SW1W9QU","The Lord Milner, 111, Ebury Street, London, , United Kingdom, Westminster, SW1W9QB",0.7,yes
38141,7148,"Merit Kensington Hotel, 12 Penywern Road Earls Court London, Kensington and Chelsea, SW59ST","Merit Kensington Hotel, 12, Penywern Road",0.7,yes
38143,4946,"Ventures Hotel, 12-20 Sussex Gardens, Paddington London, Westminster, W21UL","Ventures Hotel, 12-20, Sussex Gardens, London",0.7,yes
38158,9935,"Egerton House, 17 19 Egerton Terrace Knightsbridge KnightsbridgeLondon, Kensington and Chelsea, SW32BX","Egerton House Hotel, 17-19, Egerton Terrace",0.7,yes
38160,7595,"Residence Inn By Marriott London Kensington, 181-183 Warwick Road KensingtonLondon, Kensington and Chelsea, W148PU","Residence Inn by Marriott, 181-183, Warwick Road, London, Kensington and Chelsea, W148PU",0.6756,yes
38166,9142,"Grand Residences By Marriott Mayfair London, 47 Park Street Mayfair MayfairLondon, Westminster, W1K7EB","Grand Residences by Marriott, 47, Park Street",0.7,yes
