orig_indexA,orig_indexB,addressA,addressB,score,Match
44550,3432,"High Street Townhouse, 58 High Street Manchester, North West, M41EF","High Street Townhouse, 58, High Street, Manchester, , United Kingdom, North West, M41EF",0.9,1
44572,3592,"AC Hotel by Marriott Manchester City Centre, 15 Mason Street Manchester, North West, M45FT","AC Hotel by Marriott, 15, Mason Street, Manchester, , United Kingdom, North West, M45FT",1,1
44576,6126,"Whitworth Locke, 74 Princess St. Manchester, North West, M16JD","Whitworth Locke, Civic Quarter, 74, Princess Street, Manchester, North West, M16JD",0.9538,1
44578,9686,"Dakota Manchester, 29 Ducie Street Manchester, North West, M12JL","Dakota Manchester, 29, Ducie Street, Manchester, North West, M12JL",0.9887,1
44579,3326,"Clayton Hotel Manchester City Centre, 55 Portland Street, Manchester, England, North West, M13HP","Clayton Hotel Manchester City Centre, 55, Portland Street, Manchester, , United Kingdom, North West, M13HP",1,1
44581,3401,"Moxy Manchester City, 8 ATKINSON STREET, Manchester England, North West, M33HH","Moxy Manchester City, 8, Atkinson Street, Manchester, , United Kingdom, North West, M33HH",1,1
44582,3384,"Stock Exchange Hotel, 4 Norfolk Street, Manchester England, North West, M21DW","Stock Exchange Hotel, 4, Norfolk Street, Manchester, , United Kingdom, North West, M21DW",1,1
44583,5351,"Maldron Hotel Manchester City, Charles street, Manchester , United Kingdom, North West, M17DF","Maldron Hotel Manchester City Centre, 60, Charles Street, Manchester, North West, M17DF",0.9,1
44584,3430,"Wilde Aparthotels Manchester St. Peters Square, 3 Dickinson Street Manchester, , United Kingdom, North West, M14LF","Wilde Aparthotels, 3, Dickinson Street, Manchester, , United Kingdom, North West, M14LF",1,1
44691,3425,"YOTEL Manchester Deansgate, 2 John Dalton Street, Manchester, , United Kingdom, M32NW","YOTEL Manchester Deansgate, 2, John Dalton Street, Manchester, , United Kingdom, M32NW",1,1
44700,10548,"ibis budget Manchester Airport, 3 Palma Avenue Ringway, Hale , United Kingdom, Manchester, North West, M904ZY","Ibis Budget Manchester Airport, 3, Palma Avenue, Manchester, North West, M904ZY",0.925,1
44867,7407,"Mansfield Lodge Hotel Ltd, 27 & 28 Woodhouse Road  Mansfield, East Midlands, NG182AF","Mansfield Lodge Hotel, 28, Woodhouse Road, Mansfield, Nottinghamshire, East Midlands, NG182AF",0.9,1
44928,7105,"Somerville Hotel, 9 Canterbury Road Margate, Thanet, South East, CT95AQ","Somerville Hotel, 9, Canterbury Road, Margate, Kent, , GB, Thanet, South East, CT95AQ",1,1
45079,1904,"The Waverley Hotel Maryport, 57 Curzon Street Maryport, Cumberland, North West, CA156LW","Waverley Hotel, 57, Curzon Street, Maryport, , United Kingdom, Cumberland, North West, CA156LW",0.9,1
45307,2723,"Station Hotel And Restaurant, Market Square Melrose, Scottish Borders, TD69PT","Station Hotel, 26, Market Square, Melrose, , United Kingdom, Scottish Borders, TD69PT",0.9,1
45336,9517,"Quorn Lodge Hotel, 46 Asfordby Rd Melton Mowbray, East Midlands, LE130HR","Quorn Lodge Hotel, 46, Asfordby Road, Melton Mowbray, , GB, East Midlands, LE130HR",0.975,1
45364,5619,"The Airman Hotel, 16 Hitchin Road Meppershall Meppershall Bedfordshire, Central Bedfordshire, East of England, SG175JF","The Airman Hotel, 16, Hitchin Road, Meppershall, , GB, Central Bedfordshire, East of England, SG175JF",0.9,1
45478,9812,"The Baltimore Hotel, 250 Marton Rd Middlesbrough, North East, TS42EZ","Baltimore Hotel, 250, Marton Road, Middlesbrough, North East, TS42EZ",0.9914,1
45538,7527,"The Sandhurst, 69 Chester Road Middlewich Cheshire, Cheshire East, North West, CW109EU","The Sandhurst, 69, Chester Road, Middlewich, Cheshire East, North West, CW109EU",1,1
45760,2831,"Marston Lodge, St. Michaels Road Minehead Somerset, South West, TA245JP","Marston Lodge, St Michaels Road, Minehead, , GB, Somerset, South West, TA245JP",0.9,1
46052,10179,"The Crown Hotel, 10 King Street Inverbervie Inverbervie, Aberdeenshire, DD100RG","The Crown Hotel, 10, King Street, Montrose, Aberdeenshire, DD100RG",0.9,1
46073,10109,"Glenthorn Private Hotel, 24 26 West End Rd MorecambeLancashire, Lancaster, North West, LA44DL","Glenthorn Hotel, 24-26, West End Road, Morecambe, Lancaster, North West, LA44DL",0.9333,1
46077,4794,"The Clarendon Hotel, Marine Road West Morecambe, Lancaster, North West, LA44EP","Clarendon Hotel, 74-76, Marine Road West, Morecambe, Lancaster, North West, LA44EP",0.9,1
46355,9015,"Gaskell Arms, High Street Much Wenlock Shropshire, West Midlands, TF136AQ","The Gaskell Arms Hotel, High Street, Much Wenlock, , GB, Shropshire, West Midlands, TF136AQ",0.9,1
46657,8369,"Grange Hotel, 73 London Road Newark-on-TrentNottinghamshire, Newark and Sherwood, East Midlands, NG241RZ","Grange Hotel, 71-73, London Road, Newark, , GB, Newark and Sherwood, East Midlands, NG241RZ",1,1
46658,11364,"Premier Inn Newark, Lincoln Road  Newark Nottinghamshire NewarkNottingham, Newark and Sherwood, East Midlands, NG242DB","Premier Inn, Lincoln Road, Newark, , GB, Newark and Sherwood, East Midlands, NG242DB",0.9,1
46672,10564,"Newark Lodge Guest House, 5 Bullpit Road Balderton, Newark and Sherwood, East Midlands, NG243PT","Newark Lodge Guest House, 5, Bullpit Road, Newark, Newark and Sherwood, East Midlands, NG243PT",0.9,1
46737,7336,"The Elephant At The Market, 8 Market Place Newbury, West Berkshire, South East, RG145BD","The Elephant at the Market, 8, Market Place, Newbury, West Berkshire, South East, RG145BD",1,1
46759,9787,"Burrendale, 51 Castlewellan Road Newcastle Down, Newry, Mourne and Down, BT330JY","The Burrendale Hotel, Country Club & Spa, 51, Castlewellan Road, Newcastle, Newry, Mourne and Down, BT330JY",0.9854,1
46761,3132,"Donard Hotel, 29 Main Street NewcastleCounty Down Northern Ireland, Newry, Mourne and Down, BT330AD","The Donard Hotel, 23-29, Main Street, Newcastle, Down, , United Kingdom, Newry, Mourne and Down, BT330AD",0.9,1
46764,9206,"The Avoca Hotel, 93-97 Central Promenade NewcastleCo DownNorth Ireland, Newry, Mourne and Down, BT330HH","Avoca Restaurant and Hotel, 93-97, Main Street, Newcastle, Down, Newry, Mourne and Down, BT330HH",0.9205,1
46790,6608,"DoubleTree by Hilton Hotel Newcastle International Airport, Woolsington Newcastle, Newcastle upon Tyne, North East, NE138BZ","DoubleTree by Hilton Newcastle International Airport, Woolsington, Newcastle upon Tyne, North East, NE138BZ",0.9,1
46796,5992,"County Hotel, Neville Street Newcastle upon Tyne, North East, NE15DF","The County Hotel, Neville Street, Newcastle upon Tyne, North East, NE15DF",0.9,1
46802,5742,"Royal Station Hotel, Neville Street Newcastle upon Tyne, North East, NE15DH","Royal Station Hotel, Neville Street, Newcastle upon Tyne, North East, NE15DH",0.9,1
46809,9512,"Otterburn Castle, Otterburn Northumberland, North East, NE191NS","Otterburn Castle Country House Hotel, Otterburn, Northumberland, North East, NE191NS",0.9,1
46810,2605,"Newquay Lodge Hotel, South Parade Tyne and WearWhitley Bay, North Tyneside, North East, NE262RQ","Hotel 52, 52, South Parade, Whitley Bay, , GB, North Tyneside, North East, NE262RQ",0.9,1
46815,1417,"Surtees Hotel, 12-18 Dean Street Newcastle upon Tyne, North East, NE11PG","Surtees, 12-20, Dean Street, Newcastle upon Tyne, , United Kingdom, North East, NE11PG",0.9,1
46816,8376,"Best Western New Kent Hotel, 127 Osborne Road, Jesmond JesmondNewcastle upon TyneTyne & Wear, North East, NE22TB","Best Western, 125-127, Osborne Road, Newcastle upon Tyne, North East, NE22TB",0.9,1
46821,2210,"Carlton Hotel, 82/86 Osborne Road Jesmond JesmondNewcastle upon TyneTyne & Wear, North East, NE22AP","Carlton Hotel, 82-86, Osborne Road, Newcastle upon Tyne, , United Kingdom, North East, NE22AP",0.9,1
46824,8093,"Ravensdene Lodge Hotel, 55 Consett Road Lobley HillGateshead, North East, NE110AN","Ravensedene Lodge Hotel, 55, Consett Road, Gateshead, North East, NE110AN",0.9571,1
46838,2608,"The Avalon Guest House, 26 South Parade Whitley BayTyne and Wear, North Tyneside, North East, NE262RE","Aald Northville Hotel, South Parade, Whitley Bay, , United Kingdom, North Tyneside, North East, NE262RE",0.9,1
46846,2533,"Ryokan Hotel, 358 Westgate Road Newcastle upon Tyne, North East, NE46NU","Ryokan Hotel, 358, Westgate Road, Newcastle upon Tyne, , United Kingdom, North East, NE46NU",1,1
46850,1662,"Grey Street Hotel, 2-12 Grey Street NewcastleTyne and Wear, Newcastle upon Tyne, North East, NE16EE","Grey Street Hotel, 2-12, Grey Street, Newcastle upon Tyne, , United Kingdom, North East, NE16EE",1,1
46862,5262,"Malmaison Newcastle, 104 Quayside Newcastle, Newcastle upon Tyne, North East, NE13DX","Malmaison, 104, Quayside, Newcastle upon Tyne, North East, NE13DX",1,1
46863,7402,"Sunderland Marriott Hotel, Queens Parade Sunderland, North East, SR68DB","Grand Hotel, Queens Parade, Sunderland, North East, SR68DB",0.9,1
46867,7613,"Osborne Hotel, 13 15 Osborne Road Jesmond JesmondNewcastle Upon Tyne, North East, NE22AE","Osborne Hotel, 13-15, Osborne Road, Newcastle upon Tyne, North East, NE22AE",0.9,1
46878,5448,"Travelodge Newcastle Central, Forster Street Quayside  Newcastle Tyne & Wear QuaysideNewcastle, Newcastle upon Tyne, North East, NE12NH","Travelodge Newcastle Central, Forster Street, Newcastle upon Tyne, North East, NE12NH",0.9,1
46887,4777,"Metro Inns Newcastle, Ponteland Road Kenton Bank Kenton BankNewcastle, Newcastle upon Tyne, North East, NE33TY","Metro Inns, Ponteland Road, Newcastle upon Tyne, North East, NE33TY",0.9,1
46894,2534,"Grainger Hotel, 1-3 Graingerville North, Westgate Road Newcastle upon TyneTyne and Wear, North East, NE46UJ","Grainger Hotel, 1 - 3, Westgate Road, Newcastle upon Tyne, , United Kingdom, North East, NE46UJ",0.9,1
46897,4710,"Premier Inn Newcastle Holystone, The Stonebrook Edmund Road Holystone  Newcastle Upon Tyne Tyne & Wear HolystoneNewcastle upon TyneTyne And Wear, North Tyneside, North East, NE270UN","Premier Inn, Edmund Road, Holystone, North Tyneside, North East, NE270UN",0.9,1
46910,7944,"Rooms Inn, 40 West Parade Newcastle upon Tyne, North East, NE47LB","Rooms Inn, 40, West Parade, Newcastle upon Tyne, North East, NE47LB",1,1
46914,9452,"Sir William Fox Hotel, 5 Westoe Village South Shields, South Tyneside, North East, NE333DZ","The Sir William Fox Hotel, 5, Westoe Village, South Shields, Tyne & Wear, South Tyneside, North East, NE333DZ",0.9,1
46916,2535,"The Brighton, 47 49 Brighton Grove Fenham Newcastle Upon Tyne, North East, NE45NS","The Brighton, 47-51, Brighton Grove, Newcastle upon Tyne, , United Kingdom, North East, NE45NS",0.9,1
46920,2608,"Aald Northville, 23 South Parade Whitley BayTyne and Wear, North Tyneside, North East, NE262RE","Aald Northville Hotel, South Parade, Whitley Bay, , United Kingdom, North Tyneside, North East, NE262RE",0.9,1
46928,2609,"The Windsor Hotel, South Parade Whitley BayTyne and Wear, North Tyneside, North East, NE262RF","Windsor Hotel, South Parade, Whitley Bay, , United Kingdom, North Tyneside, North East, NE262RF",0.9,1
46936,11313,"Roomzzz Newcastle City, Clavering Place Clavering PlaceNewcastle, Newcastle upon Tyne, North East, NE13NG","Roomzzz Aparthotel, Hanover Square, Newcastle upon Tyne, North East, NE13NG",0.9,1
46938,1910,"Hampton by Hilton Newcastle, Baron House Neville Street Newcastle, Newcastle upon Tyne, North East, NE15EN","Hampton by Hilton Newcastle, 4, Neville Street, Newcastle upon Tyne, , United Kingdom, North East, NE15EN",0.9,1
47054,2605,"Hotel 52; Sure Hotel Collection by Best Western, 52 South Parade, Whitley Bay, , United Kingdom, North Tyneside, North East, NE262RQ","Hotel 52, 52, South Parade, Whitley Bay, , GB, North Tyneside, North East, NE262RQ",1,1
47220,5439,"Borough Arms Hotel, 26 King Street Newcastle-under-Lyme Staffordshire, West Midlands, ST51HX","Borough Arms Hotel, King Street, Newcastle-under-Lyme, West Midlands, ST51HX",0.9,1
47230,9734,"The Grapes Hotel, 16 Douglas Square  Newcastleton, Scottish Borders, TD90QD","Grapes Hotel, 16, Douglas Square, Newcastleton, Scottish Borders, TD90QD",1,1
47272,9480,"ibis budget Newport, 164 Malpas Road Newport, NP205PP","Ibis Budget, 164, Malpas Road, Newport, NP205PP",1,1
47276,3346,"The Queen's Hotel Wetherspoon, 19 Bridge Street Newport, NP204AN","Queens Hotel, 19, Bridge Street, Newport, , United Kingdom, NP204AN",1,1
47297,370,"The Wheatsheaf, 16 Saint Thomas Square  Newport, Isle of Wight, South East, PO301SG","The Wheatsheaf Inn, 16, St Thomas' Square, Newport, Isle of Wight, , GB, South East, PO301SG",0.9229,1
47315,2704,"Calverts Hotel, Quay Street Newport Isle Of Wight, South East, PO305BA","Calverts Hotel, 27, Quay Street, Newport, , GB, Isle of Wight, South East, PO305BA",0.9,1
47319,2707,"Charter Guest House, 14A Saint Thomas Square Newport, Isle of Wight, South East, PO301SL","Chartet House, 14, St Thomas Square, Newport, Isle Of Wight, , GB, South East, PO301SL",0.9229,1
47402,5050,"Best Western Hotel Bristol, Narrowcliff Newquay, Cornwall, South West, TR72PQ","Hotel Bristol, Narrowcliff, Newquay, Cornwall, South West, TR72PQ",0.9,1
47424,1467,"The Glendeveor, 25 Mount Wise Newquay, Cornwall, South West, TR72BQ","The Glendeveor, 25, Mount Wise, Newquay, , United Kingdom, Cornwall, South West, TR72BQ",0.9,1
47434,6225,"Bedruthan Hotel and Spa, Mawgan Porth Cornwall, South West, TR84BU","Bedruthen Steps Hotel, Mawgan Porth, Cornwall, South West, TR84BU",0.9,1
47435,1463,"Priory Lodge Hotel, 30 Mount Wise Newquay Cornwall and Isles of Scilly, South West, TR72BN","Priory Lodge, 30, Mount Wise, Newquay, , GB, Cornwall, South West, TR72BN",0.9,1
47442,10671,"The Beresford Hotel, Narrowcliff Newquay, Cornwall, South West, TR72PR","Premier Inn, Narrowcliff, Newquay, Cornwall, , GB, South West, TR72PR",0.9,1
47442,10672,"The Beresford Hotel, Narrowcliff Newquay, Cornwall, South West, TR72PR","Beresford Hotel, Narrowcliff, Newquay, Cornwall, , GB, South West, TR72PR",0.9,1
47742,10854,"Kilmorey Arms Hotel, 41 43 Greencastle Street Kilkeel, Co.Down KilkeelCounty Down, Newry, Mourne and Down, BT344BH","Kilmorey Arms Hotel, 41-43, Greencastle Street, Kilkeel, Down, Newry, Mourne and Down, BT344BH",0.9484,1
47745,4979,"Mourne Country Hotel, 52 Belfast Road NewryCo. Down, Newry, Mourne and Down, BT341TR","Mourne Country Hotel, 52, Belfast Road, Newry, Down, Newry, Mourne and Down, BT341TR",0.9426,1
47798,9668,"Gidleigh Park Chagford Devon, West Devon, South West, TQ138HH","Gidleigh Park, Chagford, West Devon, South West, TQ138HH",0.9,1
47999,6234,"Balavil Hotel, Main Street NEWTONMORE, Highland, PH201DL","Balavil Hotel, Main Street, Newtonmore, Highland, PH201DL",0.9,1
48079,1927,"Townhouse Hotel, 28 Market Street Wymondham, South Norfolk, East of England, NR180BB","The Town House Hotel, 28, Market Street, Wymondham, , United Kingdom, South Norfolk, East of England, NR180BB",0.9,1
48084,1485,"J.D.Young, 2 4 Market Place Harleston HarlestonNorwichNorfolk, South Norfolk, East of England, IP209AD","JD Young Hotel, 2-4, Market Place, Harleston, , United Kingdom, South Norfolk, East of England, IP209AD",0.9,1
48087,1486,"Swan Hotel, 19 The Thoroughfare HarlestonNorfolk, South Norfolk, East of England, IP209AS","The Swan Hotel, 19, The Thoroughfare, Harleston, , United Kingdom, South Norfolk, East of England, IP209AS",0.9,1
48126,10221,"The Burleigh, 7 Cliff Terrace, King's Lynn and West Norfolk, East of England, PE366DY","The Burleigh, 7, Cliff Terrace, Hunstanton, King's Lynn and West Norfolk, East of England, PE366DY",0.9582,1
48391,7462,"Premier Inn Northwich Sandiway, 520 Chester Road Sandiway  Northwich Cheshire SandiwayNorthwich, Cheshire West and Chester, North West, CW82DN","Premier Inn, 520, Chester Road, Northwich, Cheshire West and Chester, North West, CW82DN",0.9182,1
48404,5064,"Holiday Inn Norwich, Ipswich Road Norwich, East of England, NR46EP","Holiday Inn Norwich, Ipswich Road, Norwich, , GB, East of England, NR46EP",0.9,1
48437,5002,"Best Western Annesley House Hotel, 6 Newmarket Road NorwichNorfolk, East of England, NR22LA","Annesley House Hotel, 6, Newmarket Road, Norwich, , GB, East of England, NR22LA",0.9,1
48441,11211,"The Georgian Townhouse, 30-34 Unthank Road Norwich, East of England, NR22RB","The Georgian Townhouse, 30-34, Unthank Road, Norwich, , GB, East of England, NR22RB",0.9369,1
48443,10040,"The Norwich Hotel, 116 Thorpe Road NorwichNorfolk, East of England, NR11RU","Norwich Hotel, 116, Thorpe Road, Norwich, , GB, East of England, NR11RU",0.9,1
48445,5402,"St. Giles House, 41-45 St Giles Street NorwichNorfolk, East of England, NR21JR","Saint Giles House Hotel, 41-45, St Giles Street, Norwich, , GB, East of England, NR21JR",0.9,1
48453,4533,"Travelodge Norwich Central, 14 Queens Road NorwichNorfolk, East of England, NR13PR","Travelodge, 14, Queens Road, Norwich, , GB, East of England, NR13PR",0.9,1
48488,4020,"Crowne Plaza Nottingham, Wollaton Street Nottingham, East Midlands, NG15RH","Crowne Plaza, 17, Wollaton Street, Nottingham, East Midlands, NG15RH",0.9,1
48490,6281,"Park Plaza Nottingham, 41 Maid Marian Way Nottingham, East Midlands, NG16GD","Park Plaza Hotel, 41, Maid Marian Way, Nottingham, East Midlands, NG16GD",1,1
48513,8055,"Lace Market Hotel Nottingham By Compass Hospitality, 29 31 High Pavement The Lace Market Nottingham, NG11HE","Lace Market Hotel, 29-31, High Pavement, Nottingham, NG11HE",0.9,1
48524,8046,"Commodore Hotel & Suites, Nuthall Road Nottingham, East Midlands, NG85DQ","Commodore Hotel, 432, Nuthall Road, Nottingham, East Midlands, NG85DQ",0.9,1
48528,6636,"Paramount Hotel, 328 Mansfield Road Nottingham, East Midlands, NG52EF","Paramount Hotel, 328, Mansfield Road, Nottingham, East Midlands, NG52EF",1,1
48529,4821,"Park Hotel, 5-7 Waverley Street Nottingham, East Midlands, NG74HF","Park Hotel, 5-7, Waverley Street, Nottingham, East Midlands, NG74HF",1,1
48537,6013,"The Stage Hotel, 1 - 7 GREGORY BOULEVARD NOTTINGHAM, East Midlands, NG76LB","Stage Hotel, 1-5, Gregory Boulevard, Nottingham, East Midlands, NG76LB",0.9,1
48543,2101,"The Bingham Townhouse, 15 Market Street Bingham Nottinghamshire Bingham, Rushcliffe, East Midlands, NG138AB","Bingham Townhouse, 15, Market Street, Nottingham, , GB, Rushcliffe, East Midlands, NG138AB",0.9,1
48550,6498,"Mama's Inn Boutique Guest House, 124-126 Mansfield Road Nottingham, East Midlands, NG13HL","Mama's Inn, 124-126, Mansfield Road, Nottingham, East Midlands, NG13HL",0.9,1
48554,9416,"Station Hotel, Station Terrace HucknallNottingham, Ashfield, East Midlands, NG157TQ","Station Hotel, Nottingham, , GB, Ashfield, East Midlands, NG157TQ",0.9,1
48557,1613,"The Cotswold, 330-332 Mansfield Road Nottingham, East Midlands, NG52EF","Cotswold Hotel, 330-332, Mansfield Road, Nottingham, , United Kingdom, East Midlands, NG52EF",0.9,1
48557,6636,"The Cotswold, 330-332 Mansfield Road Nottingham, East Midlands, NG52EF","Paramount Hotel, 328, Mansfield Road, Nottingham, East Midlands, NG52EF",0.9,1
48562,4472,"River Rooms, 4 6 Radcliffe Road West Bridgford West BridgfordNottingham, Rushcliffe, East Midlands, NG25FW","River Rooms, 4-6, Radcliffe Road, Nottingham, Rushcliffe, East Midlands, NG25FW",0.9,1
48583,8382,"Whiteley Mill, 39 Nottingham Road StaplefordNottinghamshire, Broxtowe, East Midlands, NG98AD","Whiteley Mill Hotel, 39, Nottingham Road, Nottingham, Broxtowe, East Midlands, NG98AD",0.9,1
48621,4718,"Grove Guest House, 8 Grove Street Beeston, Broxtowe, East Midlands, NG91JL","The Grove Guest House, 8, Grove Street, Nottingham, Broxtowe, East Midlands, NG91JL",0.9,1
48668,10591,"Heritage Mews, 2 High Pavement, Nottingham, East Midlands, NG11HN","The Old School House and Rooms, 4-8, High Pavement, Nottingham, East Midlands, NG11HN",0.9,1
48707,3128,"The Lake Isle Hotel & Restaurant, 16 High Street East Uppingham UppinghamRutland, East Midlands, LE159PZ","The Lake Isle Hotel & Restaurant, 16, High Street East, Oakham, , GB, Rutland, East Midlands, LE159PZ",0.9,1
48785,3779,"The Ranald Hotel, 41 Stevenson Street ObanArgyll, Argyll and Bute, PA345NA","The Ranald Hotel, 41, STEVENSON STREET, Oban, , United Kingdom, Argyll and Bute, PA345NA",0.9,1
48827,3308,"Balmoral Hotel, 4 Craigard Road Oban, Argyll and Bute, PA345NP","Balmoral Inn, Craigard Road, Oban, , GB, Argyll and Bute, PA345NP",0.9,1
48971,5785,"Ibis Styles Birmingham Oldbury, 999 Wolverhampton Road Oldbury, Sandwell, West Midlands, B694RJ","ibis styles, 999, Wolverhampton Road, Sandwell, West Midlands, B694RJ",0.9455,1
49062,6537,"Sebastians, 45 Willow Street Oswestry, Shropshire, West Midlands, SY111AQ","Sebastians Restaurant and Hotel, 43-45, Willow Street, Oswestry, , GB, Shropshire, West Midlands, SY111AQ",1,1
49116,9512,"Otterburn Castle, Otterburn Northumberland, North East, NE191NS","Otterburn Castle Country House Hotel, Otterburn, Northumberland, North East, NE191NS",0.9,1
49155,1895,"Vanbrugh House Hotel, 20 24 St Michaels Street Oxford, South East, OX12EB","Vanbrugh House Hotel, 20-24, St Michael's Street, Oxford, , United Kingdom, South East, OX12EB",0.9919,1
49158,4967,"Best Western Linton Lodge Hotel, Linton Road Oxford, South East, OX26UJ","Linton Lodge, 11-13, Linton Road, Oxford, South East, OX26UJ",0.9,1
49160,12,"Holiday Inn Express Oxford Kassam Stadium, Grenoble Road Oxford, South East, OX44XP","Holiday Inn Express: Kassam Stadium, Grenoble Road, Oxford, , United Kingdom, South East, OX44XP",0.9,1
49164,7839,"River Hotel, 17 Botley Rd Oxford, South East, OX20AA","River Hotel, 17, Botley Road, Oxford, South East, OX20AA",0.97,1
49179,1894,"The Old Bank, 92-94 High Street Oxford, South East, OX14BJ","Old Bank Hotel, High Street, Oxford, , United Kingdom, South East, OX14BJ",0.9,1
49181,4966,"Cotswold Lodge Hotel, 66A Banbury Road Oxford, South East, OX26JP","Cotswold Lodge, 66a, Banbury Road, Oxford, South East, OX26JP",1,1
49183,4331,"Old Parsonage Hotel, 1 Banbury Road Oxford, South East, OX26NN","Old Parsonage Hotel, 1, Banbury Road, Oxford, South East, OX26NN",1,1
49184,1896,"Victoria House Hotel, 29 30 George St Oxford, South East, OX12AY","George Oxford Hotel, 29-30, George Street, Oxford, , United Kingdom, South East, OX12AY",0.9455,1
49192,352,"Eurobar & Hotel, 48 George Street Oxford, South East, OX12AQ","Eurobar CafÃ¢ÂÂÃÂ© & Hotel, 48, George Street, Oxford, , United Kingdom, South East, OX12AQ",1,1
49229,773,"The Galaxie, 180 Banbury Road Oxford, South East, OX27BT","Galaxie Hotel, 180, Banbury Road, Oxford, , United Kingdom, South East, OX27BT",1,1
49249,4746,"Westgate Hotel, 1 Botley Road Oxford Oxfordshire, South East, OX20AA","Westgate Hotel, 1, Botley Road, Oxford, South East, OX20AA",1,1
49458,5827,"Torbay Sands Hotel, 16 Marine Parade Paignton, Torbay, South West, TQ32NU","Torbay Sands Hotel, Marine Parade, Paignton, South West, TQ32NU",0.9,1
49642,4893,"Neidpath Inn, 27-29 Old Town Peebles, Scottish Borders, EH458JF","Neidpath Inn, 25-29, Old Town, Peebles, Scottish Borders, EH458JF",1,1
49754,9110,"Hammet House, Llechryd Pembrokeshire, SA432QA","Hammet House, Llechryd, Pembrokeshire, SA432QA",0.9,1
49784,8741,"Royal Lion Hotel, 1 2 High Street Tenby, Pembrokeshire, SA707EX","The Royal Lion Hotel, 1-2, High Street, Tenby, Pembrokeshire, SA707EX",1,1
51190,10132,"The Lovat Hotel, 90 Glasgow Rd Perth, Perth and Kinross, PH20LT","The Lovat Hotel, 90, Glasgow Road, Perth, Perth and Kinross, PH20LT",0.9727,1
51205,1535,"Salutation Hotel, 34 South Street Perth, Perth and Kinross, PH28PH","Salutation Hotel, 34, South Street, Perth, , United Kingdom, Perth and Kinross, PH28PH",1,1
51248,7089,"Scone Arms Hotel, Cross Street Scone, Perth and Kinross, PH26LR","Scone Arms, 2, Cross Street, Scone, Perth and Kinross, PH26LR",0.9,1
51319,1519,"Aragon House, 75 London Road Peterborough, East of England, PE29BS","Aragon House Hotel, 75-77, London Road, Peterborough, , United Kingdom, East of England, PE29BS",0.9,1
51389,8211,"Waverley Hotel, 10 Merchant Street Peterhead, Aberdeenshire, AB421BU","waverleyhotelpeterhead.uk, 10, Merchant Street, Peterhead, Aberdeenshire, AB421BU",1,1
51556,1811,"Fishers Hotel, 75-79 Atholl Road Pitlochry, Perth and Kinross, PH165BN","Fisher's Hotel, 75, Atholl Road, Pitlochry, , United Kingdom, Perth and Kinross, PH165BN",0.9,1
51557,1036,"Tigh Na Cloich Hotel, Larchwood Road Pitlochry, Perth and Kinross, PH165AS","Tigh-na-Cloich, Larchwood Road, Pitlochry, , United Kingdom, Perth and Kinross, PH165AS",0.9,1
51570,10876,"Pine Trees Hotel Pitlochry, Strathview Terrace Pitlochry PitlochryPerthshire, Perth and Kinross, PH165QR","Pine Trees Hotel, Strathview Terrace, Pitlochry, Perth and Kinross, PH165QR",0.9,1
51587,8076,"The Pitlochry Hydro Hotel, Knockard Road Pitlochry, Perth and Kinross, PH165JH","Pitlochry Hydro Hotel, Knockard Road, Pitlochry, Perth and Kinross, PH165JH",0.9,1
51589,6884,"The Inn On The Tay, Grandtully Pitlochry, Perth and Kinross, PH90PL","The Inn on the Tay, Pitlochry, Perth and Kinross, PH90PL",0.9,1
51637,2862,"The Haven Hotel, 3 Innes Street Plockton Isle of Skye, Highland, IV528TW","The haven, Innes Street, Plockton, , United Kingdom, Highland, IV528TW",0.9,1
52216,10646,"Crown Hotel, 9 North Crescent Portpatrick PortpatrickWigtownshire, Dumfries and Galloway, DG98SX","Crown Hotel, 9, North Crescent, Portpatrick, Dumfries and Galloway, DG98SX",1,1
52223,10645,"The Harbour House Hotel, 53 Main Street Portpatrick, Dumfries and Galloway, DG98JW","Harbour House Hotel, 53, Main Street, Portpatrick, Dumfries and Galloway, DG98JW",1,1
52225,10647,"Waterfront Hotel, 7 North Crescent Portpatrick PortpatrickWigtownshireScotland, Dumfries and Galloway, DG98SX","The Waterfront Hotel, 7, North Crescent, Portpatrick, Dumfries and Galloway, DG98SX",1,1
52258,10739,"Bosville Hotel, 9 11 Bosville Terrace Portree, Highland, IV519DG","The Bosville Hotel, 9-11, Bosville Terrace, Portree, Highland, IV519DG",0.9843,1
52432,1171,"Travelodge Portsmouth, KINGSTON CRESCENT, NORTH END PORTSMOUTH, South East, PO28AB","Travelodge Portsmouth, Kingston Crescent, Portsmouth, , United Kingdom, South East, PO28AB",0.9,1
52453,4408,"Florence Gardens Boutique Hotel and Restaurant, 4 Malvern Road Portsmouth, South East, PO52NA","Florence House, 2, Malvern Road, Southsea, Portsmouth, South East, PO52NA",0.9,1
52690,9397,"Carlton Hotel, 187 Ayr Road Prestwick, South Ayrshire, KA91TP","Carlton Hotel, 187, Ayr Road, Prestwick, South Ayrshire, KA91TP",0.9828,1
52715,3696,"Roundabout Hotel, Monkmead Lane West Chiltington West Chiltington West Sussex, Horsham, South East, RH202PF","The Roundabout Hotel, Monkmead Lane, Horsham, , United Kingdom, South East, RH202PF",0.9,1
